havenot2	ginicnty	income_i	income_cnty	black_cnty	perc_bush04	pop_cnty	educ_i	age_i	gender_i	white	unemp_i	union_i	partyid_i	ideo_i	attend_i	fips
0	0.3203124701976776	0.4672359228134155	0.4408957064151764	0.0620824471116066	0.48051944375038147	0.014355524443089962	0.8333333134651184	27	0	0	0	1	0	0.25	0.6000000238418579	27109
0	0.30859375	0.625	0.1856803148984909	0.007734715472906828	0.5974025726318359	0.0008602983434684575	0.8333333134651184	26	1	1	0	0	0.75	1	1	27117
0	0.2929687201976776	0.75	0.2574307918548584	0.00792921707034111	0.44155845046043396	0.001013417961075902	0.3333333432674408	26	1	1	0	1	0.25	0.75	0.6000000238418579	27121
1	0.4335937798023224	0.25	0.3086780309677124	0.14307229220867157	0.27272728085517883	0.05144336074590683	0.3333333432674408	24	0	0	0	0	0	1	0.6000000238418579	27123
0	0.4335937798023224	0.375	0.3086780309677124	0.14307229220867157	0.27272728085517883	0.05144336074590683	0.6666666865348816	62	0	1	1	0	0.25	0.75	1	27123
0	0.4335937798023224	0.875	0.3086780309677124	0.14307229220867157	0.27272728085517883	0.05144336074590683	0.8333333134651184	36	1	1	0	0	0	0.25	0	27123
	0.4335937798023224	0.125	0.3086780309677124	0.14307229220867157	0.27272728085517883	0.05144336074590683	0	43	1	0	0	0	0.5	0.5	0.6000000238418579	27123
1	0.25390625	0	0.26206791400909424	0.008220984600484371	0.49350643157958984	0.0015200243797153234	0.3333333432674408	78	0	1	1	0	0	0.5	0.800000011920929	27129
1	0.1250000298023224	0.5	0.2813657224178314	0.004493173211812973	0.6883116960525513	0.0015053683891892433	0.3333333432674408	60	1	1	0	0	0	0.75	0.4000000059604645	27135
1	0.3828125	0.375	0.23294201493263245	0.018712343648076057	0.2467532455921173	0.020323293283581734	0.5	44	1	1	0	0	0	0.75	0.800000011920929	27137
0	0.3828125	0.5235679745674133	0.23294201493263245	0.018712343648076057	0.2467532455921173	0.020323293283581734	0.6666666865348816	18	0	1	0	0	0.25	0.25	0.800000011920929	27137
1	0.3828125	0.25	0.23294201493263245	0.018712343648076057	0.2467532455921173	0.020323293283581734	0.3333333432674408	24	1	1	0	0	0.25	0.25	1	27137
1	0.3828125	0.25	0.23294201493263245	0.018712343648076057	0.2467532455921173	0.020323293283581734	0.3333333432674408	51	0	1	0	0	0.25	0.75	0	27137
	0.08593744784593582	1	0.6374574899673462	0.035959187895059586	0.5714285373687744	0.012807417660951614	0.6666666865348816	50	1	0	0	0	0.5	0.5	0.6000000238418579	27139
1	0.08593744784593582	0.75	0.6374574899673462	0.035959187895059586	0.5714285373687744	0.012807417660951614	1	35	1	1	0	0	0	0.5	0.4000000059604645	27139
0	0.3359375	1	0.3072011172771454	0.0356481708586216	0.5194805264472961	0.015040462836623192	0.8333333134651184	32	0	1	1	1	0.25	0.75	0.800000011920929	27145
1	0.3359375	0.7419160604476929	0.3072011172771454	0.0356481708586216	0.5194805264472961	0.015040462836623192	1	54	1	1	0	1	0.25	0.75	0.800000011920929	27145
0	0.2265625149011612	1	0.6039985418319702	0.04146433249115944	0.4675324261188507	0.02371201291680336	0.8333333134651184	32	0	1	0	1	0	0.25	0.20000000298023224	27163
0	0.2265625149011612	0.5235679745674133	0.6039985418319702	0.04146433249115944	0.4675324261188507	0.02371201291680336	0.6666666865348816	80	0	1	1	0	0.75	0.75	0.800000011920929	27163
0	0.4218749403953552	0.5	0.062020134180784225	0.5252058506011963	0.4025973975658417	0.0007662128191441298	0.6666666865348816	54	0	1	0	0	1	1	0.800000011920929	28009
	0.85546875	0.125	0.10678409785032272	0.4840666353702545	0.6363636255264282	0.0007127132266759872	0.6666666865348816	29	0	0	0	0	0	0.75	1	28037
0	0.41015625	0.75	0.24083706736564636	0.2986873984336853	0.6233766078948975	0.018511174246668816	0.8333333134651184	35	0	1	1	0	0.75	0.75	0.800000011920929	28047
0	0.58984375	0.625	0.17075899243354797	0.929659366607666	0.3246753215789795	0.025098800659179688	0.3333333432674408	62	0	1	1	0	0.5	0.5	1	28049
0	0.58984375	0.25	0.17075899243354797	0.929659366607666	0.3246753215789795	0.025098800659179688	0.6666666865348816	48	0	0	0	1	0	0.75	1	28049
0	0.58984375	0	0.17075899243354797	0.929659366607666	0.3246753215789795	0.025098800659179688	0.1666666716337204	47	1	0	1	0	0.25	0.75	0.4000000059604645	28049
0	0.3476562201976776	0.375	0.26514121890068054	0.29764771461486816	0.7012986540794373	0.01392896194010973	0.6666666865348816	75	1	1	1	0	0.75	0.75	0.800000011920929	28059
1	0.3476562201976776	0.125	0.26514121890068054	0.29764771461486816	0.7012986540794373	0.01392896194010973	0.3333333432674408	64	0	0	0	0	0	1	0.800000011920929	28059
0	0.3476562201976776	0.25	0.26514121890068054	0.29764771461486816	0.7012986540794373	0.01392896194010973	0.1666666716337204	56	0	1	1	0	0.25	0.5	0.4000000059604645	28059
0	0.3476562201976776	0.25	0.26514121890068054	0.29764771461486816	0.7012986540794373	0.01392896194010973	0.1666666716337204	42	1	0	1	0	0.25	0.75	0.4000000059604645	28059
0	0.5	0.375	0.136029452085495	0.3807041049003601	0.7402597665786743	0.006761039141565561	0.6666666865348816	47	0	1	0	0	0.75	0.75	0.800000011920929	28067
0	0.5625	0.3449203372001648	0.16895626485347748	0.3681635558605194	0.6623376607894897	0.008226846344769001	0.1666666716337204	55	1	0	1	0	1	0.75	0.800000011920929	28081
0	0.5625	0.5	0.16895626485347748	0.3681635558605194	0.6623376607894897	0.008226846344769001	0.6666666865348816	53	0	1	0	1	0.75	0.75	1	28081
1	0.51953125	0.625	0.1619625836610794	0.4111260771751404	0.7012986540794373	0.003427869873121381	0.3333333432674408	60	1	1	0	0	0.25	0.75	0.6000000238418579	28085
1	0.47265625	0.5	0.11611263453960419	0.6543003916740417	0.33766230940818787	0.0036717953626066446	0.3333333432674408	48	1	0	0	0	0	0.75	1	28093
0	0.47265625	0.625	0.1324240118265152	0.4174206554889679	0.58441561460495	0.003700492437928915	0.6666666865348816	62	1	1	1	0	0.25	0.75	0.6000000238418579	28095
1	0.6445313692092896	0.125	0.07914599031209946	0.6933781504631042	0.48051944375038147	0.004008166491985321	0.8333333134651184	70	0	0	1	0	0	0.25	1	28113
	0.3124999701976776	0	0.33162471652030945	0.258798748254776	0.8311688303947449	0.014076650142669678	0.3333333432674408	65	0	0	0	0	0.25	0.25	0.6000000238418579	28121
0	0.6249999403953552	0.625	0.04676216095685959	0.9543994665145874	0.31168827414512634	0.00525556830689311	0.6666666865348816	71	1	1	1	0	1	1	0.800000011920929	28151
0	0.4140625596046448	0.125	0.08242563903331757	0.5318726897239685	0.6233766078948975	0.002028783317655325	0.3333333432674408	82	0	1	1	0	0.5	0.75	0.800000011920929	28153
0	0.5585938096046448	0	0.04197300225496292	0.7889539003372192	0.48051944375038147	0.002790383994579315	0.6666666865348816	31	0	0	1	0	1	0.75	0.6000000238418579	28163
1	0.30859375	0.125	0.13739778101444244	0.0010735148098319769	0.7012986540794373	0.0035437855403870344	0.6666666865348816	61	0	1	0	0	0.25	0.75	0.800000011920929	29009
0	0.4609375298023224	0.625	0.24211852252483368	0.1196221187710762	0.45454543828964233	0.01607970893383026	1	50	0	0	0	1	0.5	0.5	0.6000000238418579	29019
0	0.4570312201976776	0.375	0.10896690934896469	0.07106250524520874	0.7272726893424988	0.004228826612234116	0.6666666865348816	28	0	1	0	0	0.75	0.5	0.800000011920929	29023
	0.5937499403953552	0.75	0.19686587154865265	0.020521709695458412	0.6753246784210205	0.0008515867521055043	0.8333333134651184	56	1	1	1	0	1	0.75	0.800000011920929	29033
0	0.1718750149011612	0.3646729588508606	0.3808303475379944	0.048604514449834824	0.49350643157958984	0.021916290745139122	0.3333333432674408	70	0	1	1	0	0	0.5	1	29047
0	0.1718750149011612	0.75	0.3808303475379944	0.048604514449834824	0.49350643157958984	0.021916290745139122	0.6666666865348816	44	1	1	0	0	1	1	0.800000011920929	29047
0	0.1718750149011612	0.375	0.3808303475379944	0.048604514449834824	0.49350643157958984	0.021916290745139122	0.3333333432674408	72	1	1	1	0	0	0.5	0	29047
0	0.2578124701976776	0.6642935276031494	0.3299849033355713	0.14839380979537964	0.6753246784210205	0.007542318198829889	0.8333333134651184	30	1	1	0	0	1	0.75	0.6000000238418579	29051
0	0.4531250298023224	0.5	0.19078439474105835	0.03801447153091431	0.6103895902633667	0.02757115848362446	0.8333333134651184	57	0	1	0	1	0.25	0.5	1	29077
1	0.36328125	0.3646729588508606	0.050020091235637665	0.0010017062304541469	0.5454545021057129	0.0008612207602709532	0.3333333432674408	46	0	1	1	1	0.5	0.5	0.800000011920929	29085
0	0.4023437201976776	0.125	0.24717918038368225	0.32925596833229065	0.33766230940818787	0.06823977828025818	0.6666666865348816	55	0	0	0	0	0	0.5	1	29095
0	0.4023437201976776	0.75	0.24717918038368225	0.32925596833229065	0.33766230940818787	0.06823977828025818	0.6666666865348816	45	0	1	0	0	0.75	0.75	0.800000011920929	29095
1	0.4023437201976776	0.125	0.24717918038368225	0.32925596833229065	0.33766230940818787	0.06823977828025818	0.3333333432674408	71	1	1	1	1	0	0.25	0.20000000298023224	29095
1	0.1289062350988388	0.875	0.3612501621246338	0.011212698183953762	0.45454543828964233	0.022044094279408455	0.3333333432674408	46	1	1	0	1	0	0.25	0.6000000238418579	29099
0	0.1289062350988388	0.25	0.3612501621246338	0.011212698183953762	0.45454543828964233	0.022044094279408455	0.3333333432674408	68	1	1	1	0	0.75	0.75	0.800000011920929	29099
0	0.2578124701976776	0.375	0.23341985046863556	0.05829056352376938	0.5974025726318359	0.005213137716054916	0.8333333134651184	25	0	0	0	0	0.75	0.5	0.4000000059604645	29101
1	0.4296874701976776	0.75	0.14989738166332245	0.011708305217325687	0.7272726893424988	0.00350319966673851	0.6666666865348816	56	1	1	0	0	0.25	0.5	0.4000000059604645	29105
1	0.1171875149011612	0.625	0.31934234499931335	0.026596542447805405	0.5454545021057129	0.005140574648976326	0.6666666865348816	43	1	1	0	1	0	0.5	0.20000000298023224	29113
0	0.5078125	0.25	0.16430827975273132	0.02475956827402115	0.6103895902633667	0.002239912049844861	0.6666666865348816	44	1	0	1	0	0.25	0.5	0.20000000298023224	29147
1	0.18749992549419403	0	0.2413257658481598	0.003912533633410931	0.6883116960525513	0.0018184743821620941	0.3333333432674408	65	1	1	0	0	1	0.75	0.800000011920929	29157
1	0.3164062798023224	0	0.15385033190250397	0.04011395573616028	0.6623376607894897	0.004141710232943296	0	86	0	1	1	0	1	1	0.800000011920929	29159
0	0.22265619039535522	0.25	0.09304649382829666	0.01719082146883011	0.5324675440788269	0.0005659480229951441	0.6666666865348816	73	0	1	1	0	0.5	0.5	1	29179
0	0.09765627980232239	0.7419160604476929	0.5086715221405029	0.0567336231470108	0.5714285373687744	0.035812970250844955	1	57	1	1	1	0	1	0.75	1	29183
	0.09765627980232239	0.875	0.5086715221405029	0.0567336231470108	0.5714285373687744	0.035812970250844955	0.8333333134651184	43	1	1	0	0	0.75	0.75	0.4000000059604645	29183
0	0.09765627980232239	0.625	0.5086715221405029	0.0567336231470108	0.5714285373687744	0.035812970250844955	0.6666666865348816	23	0	1	0	0	0.75	0.75	0.6000000238418579	29183
0	0.09765627980232239	0.875	0.5086715221405029	0.0567336231470108	0.5714285373687744	0.035812970250844955	0.6666666865348816	40	0	1	0	0	1	0.75	0.800000011920929	29183
0	0.2734375	0.125	0.1639607697725296	0.05819007009267807	0.49350643157958984	0.006463306490331888	0.6666666865348816	79	0	0	1	0	0	0.25	0.800000011920929	29187
0	0.5156250596046448	0.875	0.36999228596687317	0.31274592876434326	0.3896103501319885	0.10231319069862366	1	58	1	1	0	0	0.75	0.5	0.4000000059604645	29189
	0.5156250596046448	0.375	0.36999228596687317	0.31274592876434326	0.3896103501319885	0.10231319069862366	0.3333333432674408	29	1	0	0	1	0.25	1	1	29189
1	0.5156250596046448	0.625	0.36999228596687317	0.31274592876434326	0.3896103501319885	0.10231319069862366	0.6666666865348816	62	1	0	0	0	0.25	0.5	0	29189
0	0.5156250596046448	0.125	0.36999228596687317	0.31274592876434326	0.3896103501319885	0.10231319069862366	0.3333333432674408	73	0	1	1	0	0.5	0.5	0.4000000059604645	29189
0	0.5156250596046448	0.625	0.36999228596687317	0.31274592876434326	0.3896103501319885	0.10231319069862366	0.8333333134651184	75	1	1	1	0	0.75	0.5	0.800000011920929	29189
0	0.5156250596046448	0.75	0.36999228596687317	0.31274592876434326	0.3896103501319885	0.10231319069862366	0.8333333134651184	46	1	1	0	0	0.75	0.5	0.20000000298023224	29189
0	0.5156250596046448	0.75	0.36999228596687317	0.31274592876434326	0.3896103501319885	0.10231319069862366	0.3333333432674408	55	1	0	0	0	0	0.5	0.20000000298023224	29189
0	0.5156250596046448	0.875	0.36999228596687317	0.31274592876434326	0.3896103501319885	0.10231319069862366	1	36	0	1	0	0	1	0.75	0.800000011920929	29189
1	0.5156250596046448	0.25	0.36999228596687317	0.31274592876434326	0.3896103501319885	0.10231319069862366	0.3333333432674408	21	1	1	0	0	0.25	0.25	0.4000000059604645	29189
0	0.3828125	0.5	0.1544802039861679	0.15793199837207794	0.6493505835533142	0.003914490807801485	0.3333333432674408	56	0	1	0	1	0.25	0.5	0.6000000238418579	29201
1	0.3828125	0.375	0.13510636985301971	0.01617272198200226	0.714285671710968	0.0029632840305566788	0.6666666865348816	52	0	1	1	0	0.25	0.5	0.800000011920929	29207
	0.2734375	0.5	0.1939554512500763	0	0.7012986540794373	0.0031594494357705116	0.3333333432674408	30	1	1	0	0	1	0.25	0.800000011920929	29209
0	0.24218754470348358	0.625	0.18893824517726898	0.014791857451200485	0.6883116960525513	0.0035360988695174456	0.5	32	1	1	0	0	0.75	0.75	0.6000000238418579	29225
0	0.53515625	0.5149593353271484	0.11034610122442245	0.6830534934997559	0.05194804072380066	0.032554104924201965	1	65	0	0	1	0	0	0.25	1	29510
0	0.53515625	0.375	0.11034610122442245	0.6830534934997559	0.05194804072380066	0.032554104924201965	0.3333333432674408	48	0	1	1	1	0	0.5	0	29510
0	0.3046874403953552	0.625	0.1283515989780426	0.010942447930574417	0.29870128631591797	0.0008295514853671193	1	42	0	1	0	0	1	0.75	0.800000011920929	30023
0	0.35546875	0.125	0.289358526468277	0.004971745423972607	0.5324675440788269	0.008865357376635075	0.3333333432674408	18	1	1	1	0	0.75	0.75	0.6000000238418579	30031
0	0.28125	0.375	0.07962381839752197	0.0025297319516539574	0.714285671710968	0.0018787382869049907	0.6666666865348816	63	1	1	0	0	1	0.5	0.20000000298023224	30053
	0.35546875	0.625	0.273123174905777	0.009696688503026962	0.6103895902633667	0.0146431103348732	0.6666666865348816	70	0	1	1	0	0.75	0.75	0.6000000238418579	30111
1	0.3164062798023224	0.125	0.22753386199474335	0.007090307306498289	0.7012986540794373	0.0030695658642798662	0.5	55	0	1	1	0	0.75	0.75	0.800000011920929	31001
0	0.328125	0.625	0.25660544633865356	0.009352216497063637	0.7922077775001526	0.004536295775324106	0.3333333432674408	53	1	1	0	0	0	0.5	0.6000000238418579	31019
0	0.3320311903953552	0.25	0.18468120694160461	0.00030782920657657087	0.7792207598686218	0.0007922452059574425	0.5	73	0	1	1	0	0.5	0.75	1	31027
0	0.4648437201976776	0.75	0.3082762360572815	0.15383721888065338	0.5584415197372437	0.05169261619448662	0.6666666865348816	35	1	1	0	0	0	0.5	0.800000011920929	31055
0	0.4648437201976776	0.625	0.3082762360572815	0.15383721888065338	0.5584415197372437	0.05169261619448662	1	30	0	1	0	1	0.25	0.25	0.6000000238418579	31055
0	0.4648437201976776	0.5	0.3082762360572815	0.15383721888065338	0.5584415197372437	0.05169261619448662	0.3333333432674408	62	1	1	1	0	1	0.75	1	31055
0	0.4648437201976776	1	0.3082762360572815	0.15383721888065338	0.5584415197372437	0.05169261619448662	1	34	1	0	0	0	1	0.75	0.800000011920929	31055
1	0.4648437201976776	0.5	0.3082762360572815	0.15383721888065338	0.5584415197372437	0.05169261619448662	0.6666666865348816	51	1	1	0	0	0.75	0.75	0.800000011920929	31055
1	0.36328125	0.5	0.29710152745246887	0.04551420360803604	0.5324675440788269	0.028517957776784897	0.6666666865348816	63	1	1	1	1	0.25	0.25	0.4000000059604645	31109
0	0.36328125	0.75	0.29710152745246887	0.04551420360803604	0.5324675440788269	0.028517957776784897	0.8333333134651184	50	0	1	0	0	1	0.75	0.800000011920929	31109
0	0.3476562201976776	1	0.3558420240879059	0.1400752067565918	0.41558441519737244	0.19415080547332764	0.8333333134651184	40	0	1	1	0	0	0.25	0.4000000059604645	32003
0	0.3476562201976776	1	0.3558420240879059	0.1400752067565918	0.41558441519737244	0.19415080547332764	0.8333333134651184	37	1	1	0	0	1	1	0.4000000059604645	32003
1	0.3476562201976776	0.25	0.3558420240879059	0.1400752067565918	0.41558441519737244	0.19415080547332764	0.6666666865348816	44	0	0	0	0	0	0.75	0.4000000059604645	32003
0	0.3476562201976776	0.625	0.3558420240879059	0.1400752067565918	0.41558441519737244	0.19415080547332764	0.6666666865348816	50	0	1	0	0	0.75	0.75	0.4000000059604645	32003
0	0.3476562201976776	0.25	0.3558420240879059	0.1400752067565918	0.41558441519737244	0.19415080547332764	0.3333333432674408	40	0	1	0	0	0.25	0.5	0.20000000298023224	32003
0	0.3476562201976776	0.625	0.3558420240879059	0.1400752067565918	0.41558441519737244	0.19415080547332764	0.8333333134651184	65	1	1	1	0	0.5	0.75	0.6000000238418579	32003
	0.3476562201976776	0.875	0.3558420240879059	0.1400752067565918	0.41558441519737244	0.19415080547332764	0.6666666865348816	44	0	0	0	0	0	0.75	1	32003
0	0.3476562201976776	0.875	0.3558420240879059	0.1400752067565918	0.41558441519737244	0.19415080547332764	0.8333333134651184	47	0	1	0	1	0.25	0.5	0.800000011920929	32003
0	0.3476562201976776	0.75	0.3558420240879059	0.1400752067565918	0.41558441519737244	0.19415080547332764	0.8333333134651184	54	1	1	0	0	1	0.75	0.800000011920929	32003
1	0.3476562201976776	0.125	0.3558420240879059	0.1400752067565918	0.41558441519737244	0.19415080547332764	0.6666666865348816	68	0	0	1	0	0	0.25	0.800000011920929	32003
0	0.3476562201976776	1	0.3558420240879059	0.1400752067565918	0.41558441519737244	0.19415080547332764	0.6666666865348816	34	0	0	0	0	0.75	0.75	0.4000000059604645	32003
1	0.4062500298023224	0.625	0.40430915355682373	0.0026225224137306213	0.6363636255264282	0.00470079155638814	0.8333333134651184	35	1	1	0	0	0.25	0.5	0.20000000298023224	32005
0	0.4062500298023224	0.43142586946487427	0.40430915355682373	0.0026225224137306213	0.6363636255264282	0.00470079155638814	0.3333333432674408	72	1	1	1	0	0.75	0.5	0.4000000059604645	32005
	0.2460937350988388	0.25	0.270864337682724	0.014182604849338531	0.6493505835533142	0.005159228108823299	0.3333333432674408	73	1	1	1	0	1	1	0	32019
1	0.4140625596046448	0.25	0.34932616353034973	0.03287754952907562	0.4675324261188507	0.04219172149896622	0.3333333432674408	25	1	1	1	0	0.75	0.75	0	32031
0	0.4140625596046448	0.5090484619140625	0.34932616353034973	0.03287754952907562	0.4675324261188507	0.04219172149896622	0.5	39	1	1	0	1	1	0.75	0	32031
1	0.2968750298023224	0.625	0.3414093852043152	0.007749319076538086	0.5194805264472961	0.006043406203389168	0.3333333432674408	54	1	1	0	0	0.25	1	0.800000011920929	33001
	0.2929687201976776	0.6824629902839661	0.329452782869339	0.006566637195646763	0.3246753215789795	0.007816785015165806	1	56	0	1	0	0	0	0.25	0.20000000298023224	33005
0	0.2929687201976776	0.75	0.329452782869339	0.006566637195646763	0.3246753215789795	0.007816785015165806	1	64	1	1	0	0	0.25	0.25	0.20000000298023224	33005
0	0.2695312798023224	0.5235679745674133	0.4977031648159027	0.026135263964533806	0.4675324261188507	0.04082973673939705	0.6666666865348816	69	0	1	1	0	0.75	0.75	0.800000011920929	33011
0	0.2695312798023224	0.25	0.4977031648159027	0.026135263964533806	0.4675324261188507	0.04082973673939705	1	85	0	1	1	0	0.25	0.75	0.20000000298023224	33011
0	0.2695312798023224	0.625	0.42918887734413147	0.013176735490560532	0.41558441519737244	0.014923419803380966	1	30	0	0	0	0	0.75	0.5	0.20000000298023224	33013
0	0.2695312798023224	0.375	0.42918887734413147	0.013176735490560532	0.41558441519737244	0.014923419803380966	0.3333333432674408	71	0	1	1	0	0	0.75	0.800000011920929	33013
1	0.25390625	0.5	0.2953639626502991	0.005245228298008442	0.41558441519737244	0.004352429416030645	0.6666666865348816	38	0	1	0	0	0.75	0.5	0.4000000059604645	33019
0	0.3945311903953552	0.5	0.33963924646377563	0.2203211486339569	0.41558441519737244	0.027875758707523346	1	29	0	0	0	0	0.25	0.25	1	34001
1	0.4921874701976776	0	0.6322231292724609	0.07558080554008484	0.41558441519737244	0.09175962209701538	0.3333333432674408	79	0	0	1	0	0.25	0.5	1	34003
0	0.4921874701976776	0.5235679745674133	0.6322231292724609	0.07558080554008484	0.41558441519737244	0.09175962209701538	0.6666666865348816	50	0	0	0	1	0.25	0.5	0.6000000238418579	34003
0	0.4921874701976776	1	0.6322231292724609	0.07558080554008484	0.41558441519737244	0.09175962209701538	0.8333333134651184	52	1	0	0	0	0.25	0.5	0.6000000238418579	34003
0	0.4921874701976776	0.875	0.6322231292724609	0.07558080554008484	0.41558441519737244	0.09175962209701538	1	60	1	1	0	0	0.25	0.5	0.800000011920929	34003
0	0.4921874701976776	0.875	0.6322231292724609	0.07558080554008484	0.41558441519737244	0.09175962209701538	0.8333333134651184	58	1	1	0	0	0.75	0.75	0	34003
0	0.4921874701976776	1	0.6322231292724609	0.07558080554008484	0.41558441519737244	0.09175962209701538	0.8333333134651184	44	1	1	0	0	0.75	0.5	0.800000011920929	34003
1	0.4921874701976776	0.75	0.6322231292724609	0.07558080554008484	0.41558441519737244	0.09175962209701538	0.5	42	1	0	0	1	0	0.25	0.4000000059604645	34003
0	0.4921874701976776	0.6030154824256897	0.6322231292724609	0.07558080554008484	0.41558441519737244	0.09175962209701538	0.8333333134651184	32	0	1	1	1	0.75	0.5	0.800000011920929	34003
0	0.2265625149011612	0.75	0.5730373859405518	0.2208348512649536	0.4025973975658417	0.04578060284256935	1	42	0	0	1	0	0.75	0.75	0.800000011920929	34005
1	0.2265625149011612	1	0.5730373859405518	0.2208348512649536	0.4025973975658417	0.04578060284256935	1	53	1	1	0	0	0.75	0.25	0.6000000238418579	34005
0	0.2265625149011612	0.625	0.5730373859405518	0.2208348512649536	0.4025973975658417	0.04578060284256935	0.3333333432674408	34	1	1	0	0	0.25	0.5	0.4000000059604645	34005
0	0.2265625149011612	0.25	0.5730373859405518	0.2208348512649536	0.4025973975658417	0.04578060284256935	0.3333333432674408	32	1	1	0	1	0.5	0.5	0.800000011920929	34005
1	0.390625	0.125	0.4070783853530884	0.2572953701019287	0.2857142686843872	0.052515506744384766	0.3333333432674408	76	1	1	1	0	0.25	0.5	0	34007
1	0.4531250298023224	0.5	0.33449169993400574	0.06746888160705566	0.5454545021057129	0.009891074150800705	0.3333333432674408	41	0	1	0	0	0.5	0.75	0.4000000059604645	34009
0	0.7031250596046448	0.875	0.3435378968715668	0.561508297920227	0.1818181574344635	0.07991079241037369	0.8333333134651184	54	1	1	0	0	0	0.25	0.800000011920929	34013
0	0.20312495529651642	0.625	0.5340073704719543	0.13213439285755157	0.41558441519737244	0.029111886397004128	0.8333333134651184	24	0	0	0	0	0.25	0.5	1	34015
0	0.20312495529651642	0.875	0.5340073704719543	0.13213439285755157	0.41558441519737244	0.029111886397004128	0.8333333134651184	39	0	1	1	0	0.75	0.5	0.4000000059604645	34015
0	0.5664061903953552	0.25	0.3451668620109558	0.18305549025535583	0.2207791954278946	0.06364066153764725	0.8333333134651184	55	1	1	1	0	1	1	0.20000000298023224	34017
1	0.3593749403953552	0.6642935276031494	0.8415125608444214	0.03441367670893669	0.58441561460495	0.013045091181993484	0.8333333134651184	35	1	1	0	0	0.25	0.5	0.6000000238418579	34019
0	0.5234375596046448	0.6642935276031494	0.5182932615280151	0.2761423885822296	0.29870128631591797	0.03723132237792015	0.8333333134651184	40	1	0	0	0	0.75	0.5	0.4000000059604645	34021
1	0.5234375596046448	0.625	0.5182932615280151	0.2761423885822296	0.29870128631591797	0.03723132237792015	0.3333333432674408	52	0	1	0	0	1	0.75	0.800000011920929	34021
1	0.5234375596046448	0.25	0.5182932615280151	0.2761423885822296	0.29870128631591797	0.03723132237792015	1	73	0	0	0	0	0.75	0.5	1	34021
0	0.25390625	0.75	0.5877740979194641	0.12683922052383423	0.3636363744735718	0.08175662904977798	0.8333333134651184	48	1	1	0	0	0.75	0.5	0.20000000298023224	34023
0	0.25390625	0.625	0.5877740979194641	0.12683922052383423	0.3636363744735718	0.08175662904977798	0.6666666865348816	50	0	1	0	0	1	0.75	1	34023
	0.25390625	0.6642935276031494	0.5877740979194641	0.12683922052383423	0.3636363744735718	0.08175662904977798	0.8333333134651184	50	1	0	0	0	0.5	0.5	0.6000000238418579	34023
1	0.25390625	0.25	0.5877740979194641	0.12683922052383423	0.3636363744735718	0.08175662904977798	0.6666666865348816	72	0	1	1	0	0.25	0.5	0.800000011920929	34023
0	0.4453125	0.75	0.6382719874382019	0.10273873060941696	0.5194805264472961	0.06425447016954422	0.3333333432674408	45	0	1	0	1	0	0.75	0.800000011920929	34025
	0.4453125	1	0.6382719874382019	0.10273873060941696	0.5194805264472961	0.06425447016954422	0.6666666865348816	46	0	1	0	0	1	1	1	34025
0	0.4453125	0.875	0.6382719874382019	0.10273873060941696	0.5194805264472961	0.06425447016954422	0.8333333134651184	68	1	1	1	1	0	1	1	34025
1	0.4453125	0.125	0.6382719874382019	0.10273873060941696	0.5194805264472961	0.06425447016954422	0.5	24	0	1	0	0	0.75	0.5	0.20000000298023224	34025
0	0.4453125	0.875	0.6382719874382019	0.10273873060941696	0.5194805264472961	0.06425447016954422	0.3333333432674408	47	1	1	0	1	0	0.25	0.6000000238418579	34025
0	0.4453125	0.375	0.6382719874382019	0.10273873060941696	0.5194805264472961	0.06425447016954422	0.3333333432674408	75	0	1	1	0	0.25	0.25	0.20000000298023224	34025
0	0.4140625596046448	0.7419160604476929	0.7955431342124939	0.04239252209663391	0.5584415197372437	0.05008004605770111	1	74	1	1	1	0	0	0.25	0.4000000059604645	34027
0	0.328125	0.125	0.39235255122184753	0.042778726667165756	0.58441561460495	0.058234430849552155	0.6666666865348816	78	0	1	1	0	0	0.5	0.4000000059604645	34029
1	0.328125	0.875	0.39235255122184753	0.042778726667165756	0.58441561460495	0.058234430849552155	0.8333333134651184	51	0	0	0	0	0.5	0.75	0.800000011920929	34029
0	0.328125	0.5	0.39235255122184753	0.042778726667165756	0.58441561460495	0.058234430849552155	0.8333333134651184	74	0	1	1	0	0.75	1	0.800000011920929	34029
0	0.328125	0.25	0.39235255122184753	0.042778726667165756	0.58441561460495	0.058234430849552155	0.5	42	0	1	0	0	1	0.25	0.20000000298023224	34029
0	0.47265625	0.875	0.34157228469848633	0.16829700767993927	0.37662336230278015	0.05073526129126549	0.6666666865348816	42	1	1	0	0	0.75	0.75	0.20000000298023224	34031
1	0.41796875	0.625	0.803068995475769	0.11822971701622009	0.48051944375038147	0.0326092429459095	0.8333333134651184	47	0	0	0	0	0	0.5	0.800000011920929	34035
0	0.16015617549419403	0.75	0.6472204327583313	0.024317990988492966	0.6363636255264282	0.015252513810992241	0.3333333432674408	66	1	1	1	0	1	0.5	0	34037
0	0.52734375	0.625	0.4702279567718506	0.292822927236557	0.33766230940818787	0.05415257439017296	0.8333333134651184	88	1	1	1	0	0.75	0.75	0.4000000059604645	34039
0	0.23046870529651642	0.5	0.5198896527290344	0.048588380217552185	0.5974025726318359	0.011049002408981323	0.5	52	0	1	0	0	1	0.75	0.800000011920929	34041
