havenot2	ginicnty	income_i	income_cnty	black_cnty	perc_bush04	pop_cnty	educ_i	age_i	gender_i	white	unemp_i	union_i	partyid_i	ideo_i	attend_i	fips
0	0.5312499403953552	0.25	0.08844194561243057	0.34240055084228516	0.714285671710968	0.0026621695142239332	0.3333333432674408	63	0	1	0	0	0.75	0.75	0.800000011920929	13279
0	0.3789062798023224	0.875	0.198505699634552	0.4597398340702057	0.6493505835533142	0.006608124356716871	0.3333333432674408	54	0	0	0	0	0	0.5	0.6000000238418579	13285
0	0.328125	0.5	0.3512483239173889	0.013901411555707455	0.5974025726318359	0.03889913856983185	0.8333333134651184	46	0	1	0	0	0.75	0.75	0.4000000059604645	16001
1	0.3437500298023224	0.125	0.22411303222179413	0.006161288358271122	0.8051947355270386	0.004439853131771088	0.3333333432674408	60	0	1	1	0	1	0.75	0.800000011920929	16011
1	0.1289062350988388	0.375	0.21282972395420074	0.03582519292831421	0.7792207598686218	0.0026127693708986044	0.3333333432674408	40	0	1	0	0	0.5	0.5	0	16039
0	0.23046870529651642	0.75	0.14294712245464325	0.00265302206389606	0.5194805264472961	0.0012033312814310193	0.6666666865348816	42	1	1	0	0	0.75	0.5	0.4000000059604645	16079
1	0.3320311903953552	0.5	0.24109770357608795	0.010080578736960888	0.5194805264472961	0.0034751174971461296	1	62	1	1	1	0	0.5	0.5	0	17011
0	0.2109374701976776	0.375	0.19605138897895813	0.03655904904007912	0.5194805264472961	0.0012782512931153178	0.3333333432674408	74	0	1	1	0	1	0.75	1	17017
0	0.5507813096046448	0.625	0.23642800748348236	0.17241662740707397	0.4285714030265808	0.0201587975025177	1	39	0	1	0	0	0.25	0.25	0.20000000298023224	17019
0	0.5703125596046448	0.625	0.33069080114364624	0.3453696668148041	0.1818181574344635	0.5300430059432983	0.8333333134651184	61	0	1	1	0	0.25	0.25	0.20000000298023224	17031
1	0.5703125596046448	0.875	0.33069080114364624	0.3453696668148041	0.1818181574344635	0.5300430059432983	0.6666666865348816	39	1	1	0	1	0.25	0.5	0.800000011920929	17031
1	0.5703125596046448	0.32406580448150635	0.33069080114364624	0.3453696668148041	0.1818181574344635	0.5300430059432983	0.3333333432674408	70	0	0	1	0	0.25	0.25	0.20000000298023224	17031
	0.5703125596046448	0.375	0.33069080114364624	0.3453696668148041	0.1818181574344635	0.5300430059432983	0.6666666865348816	78	1	1	1	0	1	1	0.800000011920929	17031
0	0.5703125596046448	0.5	0.33069080114364624	0.3453696668148041	0.1818181574344635	0.5300430059432983	1	61	1	1	0	0	0.25	0.75	0.20000000298023224	17031
0	0.5703125596046448	0.75	0.33069080114364624	0.3453696668148041	0.1818181574344635	0.5300430059432983	0.3333333432674408	60	1	1	0	0	1	0.75	1	17031
0	0.5703125596046448	0.5	0.33069080114364624	0.3453696668148041	0.1818181574344635	0.5300430059432983	0.8333333134651184	30	0	1	0	0	0.25	0.5	0	17031
0	0.5703125596046448	0.6824629902839661	0.33069080114364624	0.3453696668148041	0.1818181574344635	0.5300430059432983	1	83	0	1	1	0	0.25	0	0	17031
0	0.5703125596046448	0.586670994758606	0.33069080114364624	0.3453696668148041	0.1818181574344635	0.5300430059432983	0.6666666865348816	76	1	1	1	0	0.5	0.5	0.800000011920929	17031
	0.5703125596046448	0.5	0.33069080114364624	0.3453696668148041	0.1818181574344635	0.5300430059432983	0.6666666865348816	37	0	0	0	0	0.25	0.25	0	17031
0	0.5703125596046448	1	0.33069080114364624	0.3453696668148041	0.1818181574344635	0.5300430059432983	1	58	0	1	0	0	0	0.25	0	17031
1	0.5703125596046448	0.25	0.33069080114364624	0.3453696668148041	0.1818181574344635	0.5300430059432983	0.3333333432674408	41	0	1	0	0	0.25	0.75	0.20000000298023224	17031
0	0.5703125596046448	0.6030154824256897	0.33069080114364624	0.3453696668148041	0.1818181574344635	0.5300430059432983	0.8333333134651184	60	0	0	0	0	0	0	0.6000000238418579	17031
1	0.5703125596046448	0.75	0.33069080114364624	0.3453696668148041	0.1818181574344635	0.5300430059432983	0.6666666865348816	65	1	0	0	0	0	0.5	0.20000000298023224	17031
1	0.5703125596046448	0.375	0.33069080114364624	0.3453696668148041	0.1818181574344635	0.5300430059432983	0.6666666865348816	79	0	0	1	0	0	0.5	1	17031
1	0.5703125596046448	0.25	0.33069080114364624	0.3453696668148041	0.1818181574344635	0.5300430059432983	0.6666666865348816	66	0	1	0	0	0.25	0.5	0.6000000238418579	17031
1	0.5703125596046448	0.25	0.33069080114364624	0.3453696668148041	0.1818181574344635	0.5300430059432983	0.3333333432674408	47	0	1	0	0	0	0.25	0.4000000059604645	17031
1	0.5703125596046448	0.375	0.33069080114364624	0.3453696668148041	0.1818181574344635	0.5300430059432983	0.6666666865348816	72	0	1	0	0	0.25	0.5	0	17031
	0.2851562201976776	0.5235679745674133	0.19485680758953094	0.03450370952486992	0.6493505835533142	0.001915327156893909	0.6666666865348816	57	0	1	1	0	1	0.5	0.4000000059604645	17033
0	0.3749999701976776	0.586670994758606	0.5765450596809387	0.06083519011735916	0.5064935088157654	0.09329687058925629	0.6666666865348816	32	1	0	0	0	0.75	0.5	0.6000000238418579	17043
0	0.3749999701976776	0.39081871509552	0.5765450596809387	0.06083519011735916	0.5064935088157654	0.09329687058925629	0.3333333432674408	21	1	0	0	0	0.5	0.75	0.20000000298023224	17043
	0.3749999701976776	0.625	0.5765450596809387	0.06083519011735916	0.5064935088157654	0.09329687058925629	0.3333333432674408	59	1	1	0	1	0.5	0.5	0.20000000298023224	17043
0	0.2890625298023224	0.75	0.17824137210845947	0.011096933856606483	0.6103895902633667	0.001803818391636014	0.8333333134651184	54	1	1	0	1	0.75	0.75	0.800000011920929	17045
	0.3828125	0.43142586946487427	0.19306495785713196	0.0029898053035140038	0.6103895902633667	0.002134962473064661	0.3333333432674408	63	1	1	1	0	0.5	1	1	17051
0	0.23046870529651642	0.625	0.19305409491062164	0.04369642212986946	0.4025973975658417	0.003692600643262267	0.5	52	0	1	1	1	0.5	0.75	0.800000011920929	17057
1	0.6953124403953552	0.25	0.09424106776714325	0.1979299634695053	0.3636363744735718	0.0060149142518639565	0.8333333134651184	33	0	1	0	0	0.25	0	0.4000000059604645	17077
0	0.18749992549419403	0.75	0.325564980506897	0.010042223148047924	0.5064935088157654	0.002229765523225069	0.3333333432674408	40	1	1	0	1	0.5	0.5	0	17083
1	0.2968750298023224	0.625	0.48082709312438965	0.07628503441810608	0.5194805264472961	0.05139365419745445	0.3333333432674408	62	0	1	0	1	0.25	0.75	0.6000000238418579	17089
1	0.2968750298023224	0.125	0.48082709312438965	0.07628503441810608	0.5194805264472961	0.05139365419745445	0.6666666865348816	59	0	1	1	0	0	0.75	0	17089
	0.2656249701976776	0.625	0.29313769936561584	0.20786446332931519	0.5194805264472961	0.011368565261363983	0.1666666716337204	58	1	1	0	1	0.75	0.5	0	17091
0	0.5156250596046448	0.75	0.6022501587867737	0.09129849821329117	0.4675324261188507	0.07133312523365021	0.8333333134651184	47	1	1	0	0	0.25	0.5	0.6000000238418579	17097
0	0.5156250596046448	1	0.6022501587867737	0.09129849821329117	0.4675324261188507	0.07133312523365021	1	44	0	1	0	0	0.25	0.25	0.4000000059604645	17097
0	0.5156250596046448	0.625	0.6022501587867737	0.09129849821329117	0.4675324261188507	0.07133312523365021	0.3333333432674408	42	0	1	0	0	1	0.75	0	17097
0	0.5156250596046448	0.75	0.6022501587867737	0.09129849821329117	0.4675324261188507	0.07133312523365021	0.3333333432674408	20	1	1	0	0	0.25	0.25	0.20000000298023224	17097
1	0.5156250596046448	0.25	0.6022501587867737	0.09129849821329117	0.4675324261188507	0.07133312523365021	0.3333333432674408	52	0	0	0	1	0	0.5	1	17097
0	0.5156250596046448	0.75	0.6022501587867737	0.09129849821329117	0.4675324261188507	0.07133312523365021	0.8333333134651184	43	1	1	0	0	0.25	0.75	0.20000000298023224	17097
1	0.16796869039535522	0.375	0.575469970703125	0.013812888413667679	0.58441561460495	0.03124643862247467	0.3333333432674408	68	1	1	1	0	0.25	0.5	0.6000000238418579	17111
1	0.3437500298023224	0.125	0.3708719313144684	0.09784118831157684	0.5584415197372437	0.016965117305517197	0.1666666716337204	46	1	0	1	0	0.25	0.5	0.800000011920929	17113
0	0.328125	0.625	0.3089604079723358	0.10939306765794754	0.4285714030265808	0.027347218245267868	0.8333333134651184	52	1	1	1	0	0.25	0.5	0.800000011920929	17119
	0.328125	0.5	0.3089604079723358	0.10939306765794754	0.4285714030265808	0.027347218245267868	0.3333333432674408	40	0	1	0	0	1	0.5	0.20000000298023224	17119
1	0.3398437201976776	0.625	0.16814178228378296	0.037821777164936066	0.5194805264472961	0.0039505669847130775	0.6666666865348816	35	1	1	0	0	0.5	0.25	0.20000000298023224	17121
	0.2265625149011612	0.625	0.2782815396785736	0.004081251099705696	0.5454545021057129	0.0011875479249283671	0.8333333134651184	45	0	1	0	0	0.5	0.5	0.20000000298023224	17123
0	0.10156247764825821	0.125	0.48610493540763855	0.0018174841534346342	0.5584415197372437	0.0032033149618655443	0.6666666865348816	68	0	1	1	0	0.75	0.5	1	17133
	0.1289062350988388	0.75	0.35014063119888306	0.007265982683748007	0.6103895902633667	0.005370663944631815	0.3333333432674408	52	0	1	0	1	0.25	0.5	0.4000000059604645	17141
0	0.4023437201976776	0	0.2001020759344101	0.013142912648618221	0.6623376607894897	0.0015363203128799796	0.3333333432674408	31	1	1	1	0	0.75	0.5	0.6000000238418579	17159
0	0.3671874403953552	0.375	0.24689681828022003	0.12162965536117554	0.35064932703971863	0.01499915961176157	0.8333333134651184	42	0	0	0	0	0	0.75	0.800000011920929	17161
0	0.2343750298023224	0.5	0.33384013175964355	0.01112069096416235	0.5584415197372437	0.013599048368632793	0.1666666716337204	58	0	1	0	1	0	0.5	0.20000000298023224	17179
0	0.3437500298023224	0.125	0.1733761876821518	0.1752701699733734	0.5324675440788269	0.008287007920444012	0.8333333134651184	81	0	1	1	0	0.25	0.75	0.20000000298023224	17183
1	0.3671874403953552	0.625	0.17067210376262665	0.00683510210365057	0.7662337422370911	0.0016060132766142488	1	41	1	1	0	1	1	0.75	1	17191
0	0.3749999701976776	0.75	0.25745251774787903	0.16532328724861145	0.45454543828964233	0.03000856749713421	0.8333333134651184	47	0	1	0	0	0.75	0.75	0.800000011920929	17201
	0.16015617549419403	0.6030154824256897	0.21530576050281525	0.004734795540571213	0.7532467842102051	0.003380724461749196	0.8333333134651184	37	0	1	0	0	1	1	1	18001
0	0.3203124701976776	0.625	0.2739159166812897	0.16021215915679932	0.6233766078948975	0.035887375473976135	1	44	1	1	0	0	0.25	0.5	0.20000000298023224	18003
0	0.3203124701976776	0.375	0.2739159166812897	0.16021215915679932	0.6233766078948975	0.035887375473976135	0.6666666865348816	30	1	1	0	0	1	1	0.6000000238418579	18003
0	0.3203124701976776	0.875	0.2739159166812897	0.16021215915679932	0.6233766078948975	0.035887375473976135	0.3333333432674408	37	1	1	0	0	1	0.75	0.800000011920929	18003
1	0.3398437201976776	0.125	0.31765908002853394	0.023257169872522354	0.6753246784210205	0.0076538268476724625	0.6666666865348816	35	1	1	1	0	0.75	0.5	0.20000000298023224	18005
1	0.6054688096046448	0.43142586946487427	0.4898081123828888	0.012332768179476261	0.7662337422370911	0.0054954965598881245	0.3333333432674408	83	1	1	1	0	0.25	0.75	0.800000011920929	18011
1	0.1718750149011612	0.625	0.26675933599472046	0.007216335274279118	0.6883116960525513	0.0019431018736213446	0.6666666865348816	23	1	1	0	0	0.75	0.5	0	18015
0	0.1992187649011612	0.875	0.20737811923027039	0.026356784626841545	0.6883116960525513	0.0038825140800327063	0.6666666865348816	19	0	1	0	0	0.25	0.5	0.20000000298023224	18017
1	0.19140625	0.625	0.2592986822128296	0.09418325871229172	0.5584415197372437	0.01088491640985012	0.6666666865348816	48	0	1	0	0	0.25	0.5	1	18019
0	0.13671875	0.25	0.22995558381080627	0.002438447903841734	0.6883116960525513	0.0026449512224644423	0.3333333432674408	57	0	1	0	0	0.75	0.5	0.6000000238418579	18021
0	0.2070312798023224	0.125	0.2706797122955322	0.007169005926698446	0.7272726893424988	0.003289303742349148	0.3333333432674408	70	0	1	1	0	0.75	0.5	0.800000011920929	18023
0	0.1171875149011612	0.75	0.3616085350513458	0.0073818848468363285	0.6883116960525513	0.00496091041713953	0.8333333134651184	57	0	1	0	1	0	0.25	0.4000000059604645	18029
0	0.2656249701976776	0	0.2541511356830597	0.00492926174774766	0.7662337422370911	0.0025015680585056543	0.6666666865348816	19	1	1	0	1	0.25	1	0.6000000238418579	18031
1	0.13281242549419403	0.25	0.2522832751274109	0.002874265657737851	0.6883116960525513	0.0041807591915130615	0.3333333432674408	58	1	1	0	1	0.25	0.5	0.4000000059604645	18033
0	0.4257812798023224	0.875	0.1582811176776886	0.07653772085905075	0.5324675440788269	0.011906021274626255	1	34	1	1	0	0	0.75	1	0.800000011920929	18035
0	0.3242187798023224	0.625	0.2581041157245636	0.07580961287021637	0.714285671710968	0.020055077970027924	0.1666666716337204	21	1	1	0	0	0.25	0	0.4000000059604645	18039
0	0.3398437201976776	0.625	0.16826124489307404	0.10241268575191498	0.6883116960525513	0.00707178795710206	0.3333333432674408	50	0	0	0	1	0.25	0.75	0.800000011920929	18053
0	0.3398437201976776	0.625	0.16826124489307404	0.10241268575191498	0.6883116960525513	0.00707178795710206	1	56	1	1	0	1	1	0.75	1	18053
0	0.16015617549419403	0.3646729588508606	0.4079037308692932	0.025939516723155975	0.7792207598686218	0.006849897559732199	0.3333333432674408	67	0	1	1	0	0.5	0.5	1	18059
0	0.1171875149011612	0.75	0.474452406167984	0.06168181076645851	0.7532467842102051	0.014230896718800068	1	31	1	0	0	0	0.25	0.5	0.800000011920929	18063
0	0.1171875149011612	0.875	0.474452406167984	0.06168181076645851	0.7532467842102051	0.014230896718800068	0.3333333432674408	59	1	1	0	0	0.75	0.75	0.4000000059604645	18063
0	0.2890625298023224	0.625	0.23361532390117645	0.09646636992692947	0.6363636255264282	0.008419526740908623	0.8333333134651184	52	1	1	0	0	1	1	1	18067
0	0.19140625	0.625	0.17804589867591858	0.012594579719007015	0.6623376607894897	0.0020769534166902304	0.6666666865348816	28	1	1	0	0	0	0.5	0.20000000298023224	18075
1	0.18749992549419403	0.25	0.4141698181629181	0.018052540719509125	0.7662337422370911	0.013817453756928444	0.3333333432674408	45	0	1	0	0	0	0.25	0.4000000059604645	18081
0	0.18749992549419403	0.375	0.4141698181629181	0.018052540719509125	0.7662337422370911	0.013817453756928444	0.3333333432674408	43	1	1	0	0	0.75	0.25	0	18081
0	0.2265625149011612	0.5	0.2902381420135498	0.011075508780777454	0.8181817531585693	0.007769332733005285	0.3333333432674408	46	0	1	1	0	1	0.75	0.6000000238418579	18085
0	0.3515625298023224	0.5	0.2740136682987213	0.3488811254501343	0.29870128631591797	0.050552111119031906	0.6666666865348816	39	0	1	0	1	0.5	0.5	0.20000000298023224	18089
0	0.2968750298023224	0.25	0.244594544172287	0.14761991798877716	0.44155845046043396	0.011249369941651821	0.3333333432674408	66	0	1	1	0	0.5	0.75	0.800000011920929	18091
1	0.24218754470348358	0.375	0.21464331448078156	0.09641145914793015	0.5714285373687744	0.01335112564265728	0.3333333432674408	39	0	1	0	0	0.75	0.5	0.4000000059604645	18095
1	0.4531250298023224	0.25	0.2177383452653885	0.3598312437534332	0.44155845046043396	0.09119531512260437	1	33	1	0	0	0	0.25	0.75	0	18097
0	0.4531250298023224	0.7419160604476929	0.2177383452653885	0.3598312437534332	0.44155845046043396	0.09119531512260437	1	49	1	1	0	0	0.75	0.5	0.800000011920929	18097
1	0.4531250298023224	0.625	0.2177383452653885	0.3598312437534332	0.44155845046043396	0.09119531512260437	0.1666666716337204	37	1	1	0	0	1	0.5	0.4000000059604645	18097
0	0.4531250298023224	0.375	0.2177383452653885	0.3598312437534332	0.44155845046043396	0.09119531512260437	0.3333333432674408	71	0	1	1	0	0.75	0.75	1	18097
0	0.4531250298023224	0.875	0.2177383452653885	0.3598312437534332	0.44155845046043396	0.09119531512260437	0.6666666865348816	33	1	1	0	1	0.75	0.5	0.20000000298023224	18097
1	0.4531250298023224	0.125	0.2177383452653885	0.3598312437534332	0.44155845046043396	0.09119531512260437	0.1666666716337204	44	0	1	1	0	0.25	0.5	0.4000000059604645	18097
0	0.6289063692092896	0.5	0.15905216336250305	0.046768806874752045	0.3896103501319885	0.013658389449119568	0.3333333432674408	42	1	1	1	0	0.75	1	1	18105
1	0.19140625	0.625	0.2628389596939087	0.009991929866373539	0.7792207598686218	0.0037882234901189804	0.8333333134651184	58	1	1	0	0	0	0.25	0.20000000298023224	18107
1	0.1835937201976776	0	0.2983721196651459	0.011522817425429821	0.5974025726318359	0.0005012770416215062	0.1666666716337204	66	0	1	1	0	0.5	0.5	0.6000000238418579	18115
0	0.2617187798023224	0.5	0.40613359212875366	0.03775762394070625	0.5064935088157654	0.016485465690493584	0.8333333134651184	48	0	1	0	0	0.25	0.5	0.6000000238418579	18127
0	0.2617187798023224	0.625	0.40613359212875366	0.03775762394070625	0.5064935088157654	0.016485465690493584	1	33	0	1	0	0	0.25	0.25	0.4000000059604645	18127
0	0.2617187798023224	0.75	0.40613359212875366	0.03775762394070625	0.5064935088157654	0.016485465690493584	0.6666666865348816	50	1	1	0	1	0.25	0.5	0	18127
0	0.2617187798023224	0.625	0.40613359212875366	0.03775762394070625	0.5064935088157654	0.016485465690493584	0.8333333134651184	58	1	1	0	0	0.75	0.5	0.6000000238418579	18127
0	0.1640625	0.875	0.276934951543808	0.05259973183274269	0.6883116960525513	0.003778999438509345	0.6666666865348816	51	1	1	0	1	0.75	1	0.4000000059604645	18133
1	0.25390625	0.5	0.2671720087528229	0.004414078779518604	0.7012986540794373	0.002807602286338806	0.3333333432674408	25	1	1	0	0	0.5	0.5	0.4000000059604645	18137
0	0.3984375298023224	0.625	0.22971667349338531	0.16947202384471893	0.4675324261188507	0.027195226401090622	1	63	1	1	0	0	0.25	0.5	0.4000000059604645	18141
1	0.2070312798023224	0.625	0.15191729366779327	0.005872267764061689	0.5064935088157654	0.00227188877761364	0.3333333432674408	40	0	1	0	0	0.25	0.5	0.800000011920929	18149
0	0.19531244039535522	0.125	0.22818544507026672	0	0.5714285373687744	0.0009446473559364676	0.5	87	1	1	0	0	0.75	0.75	0.800000011920929	18155
0	0.4921874701976776	0.75	0.2078668177127838	0.052031051367521286	0.5714285373687744	0.01716281846165657	0.8333333134651184	43	0	1	1	0	1	0.75	0.800000011920929	18157
1	0.4921874701976776	0.125	0.2078668177127838	0.052031051367521286	0.5714285373687744	0.01716281846165657	0.6666666865348816	66	0	1	0	0	0.5	0.5	0.20000000298023224	18157
0	0.4453125	0.25	0.20530390739440918	0.12236294895410538	0.5714285373687744	0.018153177574276924	0.6666666865348816	60	0	0	0	0	0	0.5	0.800000011920929	18163
0	0.4453125	0.3646729588508606	0.20530390739440918	0.12236294895410538	0.5714285373687744	0.018153177574276924	0.3333333432674408	76	0	1	1	0	1	0.5	0.6000000238418579	18163
0	0.36328125	0.25	0.19147942960262299	0.06338000297546387	0.58441561460495	0.0069704256020486355	0.6666666865348816	36	0	1	0	0	1	0.75	0.20000000298023224	18177
1	0.4765624403953552	0.125	0.12160768359899521	0.011257324367761612	0.48051944375038147	0.0012148101814091206	0.3333333432674408	81	0	1	1	0	0.25	0.5	0.6000000238418579	19007
0	0.36328125	0.875	0.22465601563453674	0.11929964274168015	0.37662336230278015	0.013126468285918236	1	45	0	1	0	1	0.25	0.25	0.20000000298023224	19013
0	0.36328125	0.125	0.22465601563453674	0.11929964274168015	0.37662336230278015	0.013126468285918236	0.3333333432674408	59	0	1	0	0	0.75	0.5	0	19013
0	0.24218754470348358	1	0.2629258334636688	0.00303754978813231	0.5714285373687744	0.0014057484222576022	0.8333333134651184	31	0	1	1	0	1	1	0.800000011920929	19023
0	0.2773436903953552	0.75	0.4728994369506836	0.01690298691391945	0.5584415197372437	0.0062045203521847725	0.8333333134651184	35	1	1	0	0	1	0.75	0.800000011920929	19049
0	0.2929687201976776	0.5235679745674133	0.2723847031593323	0.02091389149427414	0.3636363744735718	0.00936458446085453	0.6666666865348816	19	0	1	0	0	0.75	0.5	0	19061
0	0.2382812201976776	0.5	0.30203187465667725	0.00118224136531353	0.5974025726318359	0.0014242990873754025	0.3333333432674408	38	1	1	0	0	0.75	0.75	0.20000000298023224	19085
0	0.4218749403953552	0.75	0.20081882178783417	0.009470802731812	0.5194805264472961	0.001956220483407378	1	53	0	1	0	1	0.25	0.5	0.800000011920929	19087
1	0.5117186903953552	0.5	0.3028680682182312	0.059733565896749496	0.2597402334213257	0.01289504673331976	0.5	54	0	1	0	1	0	0.75	0.4000000059604645	19103
0	0.5117186903953552	0.75	0.3028680682182312	0.059733565896749496	0.2597402334213257	0.01289504673331976	1	59	0	1	1	0	0	0.25	0.800000011920929	19103
0	0.5117186903953552	0.625	0.3028680682182312	0.059733565896749496	0.2597402334213257	0.01289504673331976	0.6666666865348816	35	1	1	0	1	0.25	0.5	0.6000000238418579	19103
0	0.3242187798023224	0.25	0.3277803659439087	0.05136280506849289	0.3896103501319885	0.02117324061691761	0.8333333134651184	23	1	0	0	0	0	0.25	0.20000000298023224	19113
0	0.22265619039535522	0.375	0.2338542342185974	0.01739329844713211	0.6363636255264282	0.002173396060243249	0.3333333432674408	70	1	1	1	0	0.5	0.5	0	19123
0	0.23046870529651642	0.5235679745674133	0.29901283979415894	0.019609520211815834	0.4285714030265808	0.004235385917127132	0.6666666865348816	67	0	1	1	0	0	0.75	0.20000000298023224	19139
0	0.3593749403953552	0.375	0.22291845083236694	0.004563190508633852	0.7012986540794373	0.0013572708703577518	0.6666666865348816	32	0	1	0	0	0.25	0.5	1	19141
	0.3476562201976776	0.875	0.3540610074996948	0.07746609300374985	0.41558441519737244	0.042853496968746185	0.6666666865348816	38	0	1	0	0	1	1	1	19153
1	0.3476562201976776	0.625	0.3540610074996948	0.07746609300374985	0.41558441519737244	0.042853496968746185	0.6666666865348816	52	1	0	0	0	1	0.75	0.20000000298023224	19153
0	0.3476562201976776	0.25	0.3540610074996948	0.07746609300374985	0.41558441519737244	0.042853496968746185	1	54	0	1	0	0	0.75	0.5	0.4000000059604645	19153
0	0.3476562201976776	0.625	0.3540610074996948	0.07746609300374985	0.41558441519737244	0.042853496968746185	0.3333333432674408	62	0	1	1	0	1	0.5	0.800000011920929	19153
0	0.3476562201976776	0.5	0.3540610074996948	0.07746609300374985	0.41558441519737244	0.042853496968746185	0.6666666865348816	42	1	1	0	0	0.25	0.5	0.4000000059604645	19153
0	0.4765624403953552	0.875	0.2688552737236023	0.032424841076135635	0.41558441519737244	0.008856953121721745	1	51	0	1	0	0	0	0	0.4000000059604645	19169
0	0.4765624403953552	0.75	0.2688552737236023	0.032424841076135635	0.41558441519737244	0.008856953121721745	1	34	1	1	0	0	0.5	0.5	0.20000000298023224	19169
	0.4765624403953552	0.875	0.2688552737236023	0.032424841076135635	0.41558441519737244	0.008856953121721745	0.6666666865348816	72	0	1	1	0	0.25	0.5	0.800000011920929	19169
0	0.2343750298023224	0.625	0.2201492190361023	0.019988948479294777	0.7662337422370911	0.002697835909202695	0.8333333134651184	56	1	1	0	0	1	0.75	0.800000011920929	20009
0	0.30078125	0.75	0.3561895191669464	0.017691222950816154	0.714285671710968	0.006526235491037369	0.6666666865348816	44	0	1	0	0	1	0.5	0.6000000238418579	20015
	0.53515625	0.5235679745674133	0.2426072061061859	0.05122199282050133	0.33766230940818787	0.011056176386773586	0.6666666865348816	33	0	1	0	0	1	1	0.800000011920929	20045
0	0.25390625	0.5	0.2396533489227295	0.25775039196014404	0.6363636255264282	0.00300919939763844	0.3333333432674408	48	1	0	0	0	1	1	1	20061
0	0.25390625	0.5	0.2396533489227295	0.25775039196014404	0.6363636255264282	0.00300919939763844	0.8333333134651184	26	1	1	0	0	0.75	1	1	20061
1	0.51953125	0.375	0.35273611545562744	0.04025425761938095	0.8311688303947449	0.000012093782061128877	0.8333333134651184	69	1	1	0	0	1	0.5	0.800000011920929	20071
0	0.3164062798023224	0.25	0.5456164479255676	0.05518631264567375	0.5974025726318359	0.054324857890605927	0.8333333134651184	23	1	1	0	0	0.75	0.75	0.6000000238418579	20091
0	0.3164062798023224	0.75	0.5456164479255676	0.05518631264567375	0.5974025726318359	0.054324857890605927	0.6666666865348816	42	0	1	0	0	1	0.5	0.20000000298023224	20091
0	0.3164062798023224	0.75	0.5456164479255676	0.05518631264567375	0.5974025726318359	0.054324857890605927	1	57	0	1	0	0	0.25	0.25	1	20091
0	0.3164062798023224	0.6824629902839661	0.5456164479255676	0.05518631264567375	0.5974025726318359	0.054324857890605927	1	61	0	1	0	0	0.25	0.5	0.4000000059604645	20091
0	0.3164062798023224	0.7419160604476929	0.5456164479255676	0.05518631264567375	0.5974025726318359	0.054324857890605927	1	54	1	1	0	0	1	0.5	0.4000000059604645	20091
0	0.3164062798023224	0.875	0.5456164479255676	0.05518631264567375	0.5974025726318359	0.054324857890605927	0.8333333134651184	52	1	1	0	0	0.75	0.5	0.800000011920929	20091
0	0.3164062798023224	0.5235679745674133	0.5456164479255676	0.05518631264567375	0.5974025726318359	0.054324857890605927	0.6666666865348816	63	0	1	0	0	0	0.75	0.800000011920929	20091
0	0.21484379470348358	0.5235679745674133	0.4085010290145874	0.12555518746376038	0.5584415197372437	0.007526329718530178	0.6666666865348816	35	0	1	1	1	0.75	0.5	0.6000000238418579	20103
1	0.19140625	0.125	0.2268388271331787	0.0014013119507580996	0.6363636255264282	0.0008820261573418975	0.6666666865348816	75	0	1	1	0	0.75	0.5	0.800000011920929	20107
0	0.10546868294477463	0.25	0.21322068572044373	0.012698507867753506	0.6363636255264282	0.0009194349404424429	0.5	81	1	1	1	0	0.75	0.75	1	20117
0	0.3828125	0.5	0.264511376619339	0.1225084736943245	0.6103895902633667	0.04970206320285797	1	78	0	1	1	0	0	0.25	0.4000000059604645	20173
0	0.3828125	0.125	0.264511376619339	0.1225084736943245	0.6103895902633667	0.04970206320285797	0.6666666865348816	53	0	0	1	0	0.25	0.75	1	20173
1	0.3828125	0.125	0.264511376619339	0.1225084736943245	0.6103895902633667	0.04970206320285797	0.3333333432674408	88	0	1	1	0	0.25	0.25	1	20173
0	0.3828125	0.75	0.264511376619339	0.1225084736943245	0.6103895902633667	0.04970206320285797	1	57	0	1	0	0	0.25	0.5	0	20173
1	0.3203124701976776	0.125	0.1630268394947052	0.3592895269393921	0.2467532455921173	0.015812722966074944	0.6666666865348816	57	0	0	0	0	0.25	0.5	0.6000000238418579	20209
0	0.1562499850988388	0.75	0.34767547249794006	0.03400897979736328	0.6623376607894897	0.0020399545319378376	0.6666666865348816	57	1	1	0	0	0.75	0.5	0	21005
	0.4687500596046448	0.625	0.1616259217262268	0.062446434050798416	0.6753246784210205	0.004151754546910524	0.6666666865348816	39	1	1	0	0	0.25	0.25	0.4000000059604645	21009
0	0.1523437798023224	0.3646729588508606	0.46759986877441406	0.03506873920559883	0.7402597665786743	0.01163739524781704	0.3333333432674408	71	0	1	0	0	0.25	0.75	1	21015
1	0.52734375	0.5	0.16627390682697296	0.04337647929787636	0.49350643157958984	0.004935287870466709	0.5	71	1	1	1	0	0.25	0.75	0.800000011920929	21019
1	0.5117186903953552	0	0.18710294365882874	0.08687082678079605	0.6103895902633667	0.0027742930687963963	0.1666666716337204	45	1	1	1	0	0.25	0.5	0.6000000238418579	21021
0	0.3398437201976776	0.75	0.30397576093673706	0.03158348798751831	0.6363636255264282	0.009002692997455597	0.6666666865348816	39	0	1	0	0	1	0.75	0.4000000059604645	21037
	0.3398437201976776	0.375	0.30397576093673706	0.03158348798751831	0.6363636255264282	0.009002692997455597	0.3333333432674408	53	1	1	0	0	0.5	0.5	0.6000000238418579	21037
