GEOID,B02001_003E,B02001_001E,SUMLEVEL,ST,COUNTY,B19080_001E,B19080_002E,B19080_003E,B19080_004E,B19080_005E,B19081_001E,B19081_002E,B19081_003E,B19081_004E,B19081_005E,B19081_006E,B19013_001E,B01003_001E,COMPONENT,B19083_001E
05000US47007,526,12941,050,47,007,13033,24560,41705,67002,99374,7784,19355,32013,50868,92878,127067,32439,12941,00,0.42
05000US47009,3587,119489,050,47,009,20721,37868,56532,85518,147388,11660,29121,47069,69307,140525,238624,47218,119489,00,0.432
05000US47011,4100,95184,050,47,011,17813,33477,49644,77719,135696,9811,25625,40597,62700,133070,239377,39995,95184,00,0.453
05000US47013,100,40646,050,47,013,11342,22070,37895,59928,103702,6591,16412,29320,47021,98652,166405,28988,40646,00,0.467
05000US47015,177,13505,050,47,015,16060,29239,44070,60710,102125,8577,22717,36826,52175,97520,161471,35972,13505,00,0.41
05000US47017,3192,28686,050,47,017,15496,28984,44483,68604,119387,8259,21856,36060,55031,112702,191693,35713,28686,00,0.446
05000US47019,914,58955,050,47,019,13658,25126,41753,62454,97881,8190,19338,32988,51052,95018,151347,32424,58955,00,0.426
05000US47021,896,39042,050,47,021,23909,42698,64803,89744,134251,13801,33246,52222,75731,136506,223973,51221,39042,00,0.398
05000US47023,1416,16106,050,47,023,15197,30674,48788,65421,116300,9304,22753,38926,56825,101043,154593,37569,16106,00,0.406
05000US47025,259,31081,050,47,025,12455,25861,40852,62219,96249,7185,18647,32923,50088,95835,158293,32212,31081,00,0.439
05000US47027,55,7937,050,47,027,11360,22530,43142,53712,100663,6908,17161,32211,47753,88422,148865,32134,7937,00,0.434
05000US47029,752,35406,050,47,029,12455,22898,39349,61128,94352,7029,17544,30086,49926,100106,174150,30027,35406,00,0.461
05000US47031,1209,51694,050,47,031,16333,31590,49581,75986,123278,8717,23675,39762,61369,117362,185588,39456,51694,00,0.436
05000US47033,1948,14408,050,47,033,15399,28042,44920,69784,122687,8870,21508,35958,56187,130526,250088,35370,14408,00,0.481
05000US47035,217,52852,050,47,035,16473,29616,43792,66546,119681,9744,22892,36471,54184,117993,210058,36346,52852,00,0.445
05000US47037,167959,621465,050,47,037,20416,36559,56266,88874,174511,10864,28487,45959,70715,170564,325268,45828,621465,00,0.483
05000US47039,296,11472,050,47,039,12605,20056,33140,63554,115156,7301,16121,26255,45836,106135,180852,25333,11472,00,0.487
05000US47041,290,18624,050,47,041,12111,25385,44098,69093,108241,7484,18186,34542,55544,112397,195641,34067,18624,00,0.467
05000US47043,2062,47140,050,47,043,19404,36594,55053,80033,134626,10849,27911,45621,66837,126669,203410,44988,47140,00,0.418
05000US47045,5286,37698,050,47,045,13933,27439,44833,69778,117457,7426,20586,36364,55269,114001,190729,36121,37698,00,0.456
05000US47047,10275,36820,050,47,047,23005,44140,66425,100124,188954,11512,33573,54695,82141,178072,318800,54577,36820,00,0.46
05000US47049,32,17412,050,47,049,11028,20248,36561,57010,118573,5759,14896,28124,45577,111272,196604,28407,17412,00,0.51
05000US47051,1335,41021,050,47,051,18279,33258,50387,78850,130491,10446,25327,41582,63650,118885,180117,41345,41021,00,0.419
05000US47053,9219,48586,050,47,053,13831,26095,42637,69845,118694,8128,20083,34125,54670,118080,203035,34050,48586,00,0.467
05000US47055,3367,29075,050,47,055,14323,30672,48379,74162,117534,7934,22414,39303,59577,116761,192802,39228,29075,00,0.446
05000US47057,50,22549,050,47,057,13491,24988,40476,61960,103766,7436,19285,32431,50267,100004,164098,32602,22549,00,0.444
05000US47059,1404,65698,050,47,059,15144,28194,43890,64132,107788,8881,21643,35876,53190,101777,164611,35995,65698,00,0.421
05000US47061,65,14262,050,47,061,12433,20484,33352,52076,89686,7156,16315,26537,42301,88169,149294,26239,14262,00,0.45
05000US47063,2308,61698,050,47,063,17591,31982,48838,72030,123277,10316,24838,39903,59650,121785,216356,39507,61698,00,0.436
05000US47065,66524,330941,050,47,065,19189,35399,56214,89696,169578,10916,27154,45652,72089,163587,302115,45557,330941,00,0.477
05000US47067,14,6633,050,47,067,8323,16581,30917,50477,75152,4976,12386,23467,41729,69864,93609,23413,6633,00,0.441
05000US47069,10843,27759,050,47,069,14261,26857,41690,65707,123360,7793,20585,33420,51774,115776,212955,32483,27759,00,0.469
05000US47071,852,26093,050,47,071,12207,24429,38545,66840,111954,7108,18186,30887,51524,104035,170369,30558,26093,00,0.46
05000US47073,818,56957,050,47,073,14531,26855,42697,66198,105956,8279,20697,34489,53238,100469,158012,34310,56957,00,0.427
05000US47075,9404,19155,050,47,075,11001,24225,38497,59416,112110,6651,17542,31126,48145,98314,156658,30821,19155,00,0.455
05000US47077,1940,26687,050,47,077,16211,30549,48907,75540,124958,10311,23868,39095,61402,113869,169105,39294,26687,00,0.42
05000US47079,2569,31567,050,47,079,15517,29265,43838,70255,117610,8804,22694,36198,54378,112731,184741,36408,31567,00,0.439
05000US47081,1074,23670,050,47,081,15205,30643,46006,69491,106174,9067,23159,38154,57367,102436,156208,37880,23670,00,0.41
05000US47083,204,8041,050,47,083,12977,24652,39594,60822,113133,6712,17686,32266,49775,99855,164406,31858,8041,00,0.455
05000US47085,509,18151,050,47,085,19832,32935,50601,75957,114472,11570,26501,41945,63269,110511,163279,41957,18151,00,0.394
05000US47087,18,10896,050,47,087,12092,23491,37873,54703,106628,7043,17783,30545,46533,108914,215181,30844,10896,00,0.484
05000US47089,1227,50116,050,47,089,15411,30079,47059,72931,127607,8535,21861,38022,59009,117683,194029,37951,50116,00,0.448
05000US47091,395,18019,050,47,091,12315,22822,36032,58964,95653,6757,16848,29513,46701,89708,137834,29771,18019,00,0.44
05000US47093,37586,423655,050,47,093,18630,35917,57478,91775,170816,9475,27276,46293,72756,160934,285805,46233,423655,00,0.476
05000US47095,2422,7404,050,47,095,9394,18134,33772,55139,89583,6236,13901,24047,44249,82102,115912,23441,7404,00,0.452
05000US47097,9025,26568,050,47,097,12417,25542,39620,65164,109659,7244,19211,31936,50963,103857,168069,31667,26568,00,0.452
05000US47099,689,40899,050,47,099,15623,28535,43176,65458,111598,9263,21966,35707,54258,106683,172310,35662,40899,00,0.428
05000US47101,253,11466,050,47,101,13357,22049,40210,68695,101820,7814,17406,31225,54557,104894,169049,31167,11466,00,0.458
05000US47103,2220,32764,050,47,103,18108,33003,52224,80085,144383,9824,25188,42152,63849,134687,224909,42546,32764,00,0.45
05000US47105,587,45176,050,47,105,20416,39208,62176,89828,162619,11333,29746,49840,75347,156256,284485,49653,45176,00,0.452
05000US47107,2048,52055,050,47,107,14999,28041,47025,72165,123145,9091,21444,36673,57796,113120,175324,35860,52055,00,0.439
05000US47109,1595,25436,050,47,109,13340,26872,42072,65166,104646,7771,20027,34320,53175,113612,212448,34279,25436,00,0.465
05000US47111,82,21708,050,47,111,12951,23741,40696,65511,104451,7737,18568,32183,52590,108485,192749,32354,21708,00,0.465
05000US47113,31966,96346,050,47,113,15457,31336,50659,79722,146199,7889,22909,40248,63292,142495,259126,39743,96346,00,0.485
05000US47115,594,27960,050,47,115,15736,30109,48141,72345,127634,8804,22582,38678,58540,118290,194543,38367,27960,00,0.443
05000US47117,2127,29297,050,47,117,18946,30813,50566,76277,122472,10960,24406,40561,63263,114837,168684,40318,29297,00,0.413
05000US47119,10098,80190,050,47,119,20547,36979,55596,80408,133002,11819,29126,45824,67107,125682,203005,45724,80190,00,0.408
05000US47121,191,11747,050,47,121,13258,25649,45407,72316,106170,8107,19124,33460,56245,112032,191379,32096,11747,00,0.46
05000US47123,1051,44602,050,47,123,15495,28293,44786,66986,108841,9184,21882,36606,55028,103227,158701,36308,44602,00,0.419
05000US47125,30540,153491,050,47,125,22145,39548,57669,85350,134517,12014,30800,48555,70586,128074,199930,48794,153491,00,0.402
05000US47127,85,6044,050,47,127,19989,38507,53893,86610,155626,12366,28153,46564,69600,178105,377245,47216,6044,00,0.492
05000US47129,464,19294,050,47,129,13530,25661,42847,59664,91147,7376,19894,33390,50136,101706,184471,32928,19294,00,0.447
05000US47131,2997,31610,050,47,131,15991,29934,45398,71427,115291,9270,23174,37435,57272,110447,177536,37581,31610,00,0.427
05000US47133,223,20816,050,47,133,14751,25861,41989,64090,115122,9566,19910,33509,52149,106062,172348,33323,20816,00,0.436
05000US47135,219,7694,050,47,135,13879,26985,41091,59315,109036,8431,20708,32580,49160,94417,141612,32021,7694,00,0.417
05000US47137,4,4803,050,47,137,11981,21108,30564,56896,117616,6541,16142,25185,42486,101426,191224,24757,4803,00,0.491
05000US47139,32,15735,050,47,139,13490,25427,41998,69536,113045,9097,19664,32671,54806,101109,151242,32589,15735,00,0.429
05000US47141,1304,69938,050,47,141,13903,26501,43069,68245,129230,7739,20006,34421,54925,121070,212267,34705,69938,00,0.475
05000US47143,619,30633,050,47,143,13566,27214,40831,64795,109420,6907,20663,34506,52422,99905,158917,34830,30633,00,0.435
05000US47145,1400,53186,050,47,145,17358,32174,51563,80943,135509,9772,24970,41772,65568,127397,205570,41740,53186,00,0.439
05000US47147,5264,63521,050,47,147,22304,41182,60620,85692,132333,12641,31424,50191,72089,131872,221794,50160,63521,00,0.404
05000US47149,27450,240181,050,47,149,25686,43363,63812,92185,145218,13564,34524,53183,76679,143230,237780,53063,240181,00,0.405
05000US47151,0,21852,050,47,151,11870,21092,35412,57603,94258,7202,16078,27218,45043,83006,119081,27027,21852,00,0.429
05000US47153,356,13377,050,47,153,15173,27561,44373,71187,113204,7865,21116,37065,58061,109135,176194,37150,13377,00,0.441
05000US47155,783,83448,050,47,155,18946,33729,51373,77268,136582,11575,26567,42070,62496,124996,207302,41774,83448,00,0.423
05000US47157,464816,918186,050,47,157,17950,34590,55809,92171,178783,9465,26112,44494,71752,172476,318514,44146,918186,00,0.498
05000US47159,429,18863,050,47,159,18537,36473,55372,81437,136653,10362,26990,44806,66718,142490,260836,44430,18863,00,0.453
05000US47161,304,13078,050,47,161,14101,28149,50256,71157,126284,8342,21423,38586,59343,109731,166212,37377,13078,00,0.432
05000US47163,3078,153314,050,47,163,16028,31174,48983,77532,140702,9206,23400,39468,62008,131436,223770,39106,153314,00,0.46
05000US47165,10250,151874,050,47,165,25054,44810,65839,97201,166965,14094,34587,54910,79649,154546,251328,54708,151874,00,0.415
05000US47167,10905,57543,050,47,167,21530,41226,60817,88817,138605,12162,30822,50875,73716,130423,196172,51138,57543,00,0.4
05000US47169,700,7682,050,47,169,17013,32878,53135,81928,156939,9106,24458,44784,66133,122432,182526,44764,7682,00,0.428
05000US47171,136,17686,050,47,171,14675,25954,42970,69564,121784,9096,20206,34516,54964,114940,194536,34686,17686,00,0.454
05000US47173,0,18927,050,47,173,13613,24429,39829,60788,94695,8654,18667,31633,50104,90046,133508,31226,18927,00,0.415
05000US47175,35,5423,050,47,175,12744,23375,34672,61847,96133,6949,18157,29421,47990,87055,127462,30359,5423,00,0.427
05000US47177,1223,39915,050,47,177,13708,26440,43411,66696,117902,8026,20085,34734,54173,112447,199535,34261,39915,00,0.458
05000US47179,4563,116750,050,47,179,16907,32879,52551,79819,154211,9567,24947,41662,65013,139122,243490,41107,116750,00,0.461
05000US47181,1100,16592,050,47,181,12612,23337,39998,65673,94136,7304,17752,31577,51047,86987,117026,31697,16592,00,0.418
05000US47183,2365,33389,050,47,183,12582,25700,43514,70899,122443,6614,18276,33831,55649,116208,195138,33506,33389,00,0.478
05000US47185,257,24897,050,47,185,13946,26433,39930,61923,108609,7937,21093,32864,49898,99246,156726,32678,24897,00,0.43
05000US47187,8189,165526,050,47,187,42083,71733,106780,159423,292576,23575,56125,88533,130689,282120,507969,88358,165526,00,0.442
05000US47189,7331,106472,050,47,189,29082,49826,72014,105214,177044,16323,38856,61064,86443,164410,272421,61179,106472,00,0.404
05000US48001,12613,56575,050,48,001,15940,31407,49750,78943,132667,9920,23071,39714,62283,128666,224443,39355,56575,00,0.454
05000US48003,98,13295,050,48,003,22516,39542,61966,87436,169516,11724,30549,48367,72836,176903,351351,47227,13295,00,0.481
05000US48005,12025,82465,050,48,005,17628,31571,48080,78975,136709,9954,24576,39348,61597,131713,227605,38862,82465,00,0.454
05000US48007,287,24499,050,48,007,16002,32409,54067,87152,173549,9517,23717,42222,68381,157737,271847,41172,24499,00,0.488
05000US48009,18,8936,050,48,009,23063,40922,66991,95458,150546,13739,31730,53083,79423,137051,203711,51792,8936,00,0.398
05000US48011,30,2014,050,48,011,17909,47007,65726,85302,141506,11780,30412,56853,73609,127111,177733,58516,2014,00,0.386
05000US48013,347,43524,050,48,013,16053,30807,52429,77655,142886,9143,23738,41655,63576,125705,201260,41178,43524,00,0.443
05000US48015,2626,26567,050,48,015,21990,39902,65722,104192,185735,12657,30362,51087,82007,168382,283649,51086,26567,00,0.455
05000US48017,220,6360,050,48,017,15524,27702,46370,77814,121690,11194,21187,36726,61776,111482,172324,35585,6360,00,0.425
05000US48019,148,20137,050,48,019,19738,35564,52991,83248,150559,10732,27025,44229,66921,138078,226429,44244,20137,00,0.441
05000US48021,6129,71928,050,48,021,22090,42399,62217,94907,141600,12315,32567,51603,76838,142657,233780,50585,71928,00,0.415
05000US48023,109,3789,050,48,023,15762,23087,43906,67265,188089,7753,18904,32627,57040,156882,318570,32569,3789,00,0.539
05000US48025,3240,32413,050,48,025,12869,27827,43194,67376,131173,7454,20282,35401,52480,121253,212882,35759,32413,00,0.474
05000US48027,56571,275594,050,48,027,22002,37748,56404,85100,143742,12094,29945,46643,69636,138372,233219,46473,275594,00,0.425
05000US48029,112072,1584817,050,48,029,19313,36246,56533,90371,161976,10156,27578,45953,71776,156666,275753,45688,1584817,00,0.468
05000US48031,298,9037,050,48,031,24090,39098,70067,99454,196754,15168,31486,51800,82667,161053,257571,50225,9037,00,0.43
05000US48033,0,585,050,48,033,20263,42026,60136,116825,298883,13341,31283,51894,92110,250275,417416,55200,585,00,0.526
05000US48035,345,17720,050,48,035,18741,33082,52886,80945,126218,11663,25607,43837,65341,121251,190809,44244,17720,00,0.414
05000US48037,21325,91841,050,48,037,16872,31838,50406,79833,148610,8999,23767,40851,63421,139437,244072,40569,91841,00,0.47
05000US48039,30775,292304,050,48,039,26827,49709,77555,116604,186202,15151,38112,62758,95304,178049,283023,62570,292304,00,0.422
05000US48041,18047,171382,050,48,041,10479,24773,46766,82221,161251,4600,17144,35064,62264,146849,255355,34688,171382,00,0.534
05000US48043,120,9216,050,48,043,12828,27474,43447,70062,123016,6335,19504,34574,54968,123550,231548,34640,9216,00,0.492
05000US48045,13,1583,050,48,045,13432,24871,38850,66563,96968,8895,18731,31121,55261,91548,126960,31141,1583,00,0.413
05000US48047,0,7475,050,48,047,9753,14619,25564,62839,122890,6092,12066,19491,40109,104706,144528,19425,7475,00,0.523
05000US48049,1695,38225,050,48,049,13932,29360,49281,74446,126312,7736,22092,38767,61257,130873,247304,38531,38225,00,0.477
05000US48051,2234,16634,050,48,051,16651,29669,53941,80437,126686,8949,22762,40933,66781,115486,166426,39522,16634,00,0.428
05000US48053,818,43402,050,48,053,20227,37137,57012,86828,154242,12542,28062,46898,69869,148176,253282,46463,43402,00,0.442
05000US48055,2789,36895,050,48,055,18134,33677,52534,82321,125054,10289,26213,42280,66804,118920,178530,41387,36895,00,0.416
05000US48057,544,20384,050,48,057,17430,33269,54204,83971,148698,9876,25334,43440,67681,127275,187694,43305,20384,00,0.431
05000US48059,111,13300,050,48,059,19747,36473,53429,80910,144869,10341,28124,43876,66897,132412,217844,44470,13300,00,0.432
05000US48061,1849,383171,050,48,061,12007,22917,38370,64366,120802,6142,16958,30234,49958,116465,205848,30034,383171,00,0.5
05000US48063,2088,12489,050,48,063,17686,28219,44573,71654,134251,8901,23507,35342,56388,118558,201412,33891,12489,00,0.448
05000US48065,48,6246,050,48,065,19521,40663,62975,87951,144995,10906,29662,53289,74180,128447,177773,53425,6246,00,0.4
05000US48067,5445,29315,050,48,067,13531,27794,45592,72932,125511,8337,20225,36761,57816,119543,193590,36693,29315,00,0.459
05000US48069,179,7233,050,48,069,17462,27975,43410,62116,111310,10502,23418,35234,50422,101425,150958,34849,7233,00,0.404
05000US48071,3351,29198,050,48,071,25756,50595,73328,108406,166586,14293,36691,60814,88465,156286,218818,60451,29198,00,0.399
05000US48073,7384,48041,050,48,073,15521,28897,45895,71699,120578,8933,21935,36752,56640,113478,179177,36571,48041,00,0.439
05000US48075,1104,7530,050,48,075,12343,29644,44475,70277,147505,8663,18138,34870,55895,122508,209455,34953,7530,00,0.476
05000US48077,40,11102,050,48,077,23749,43411,63936,88653,136394,13731,34697,52201,74050,128739,192909,51145,11102,00,0.379
05000US48079,189,3080,050,48,079,15865,28772,44986,66150,131609,8871,21138,35853,53590,118894,210735,34744,3080,00,0.459
05000US48081,27,3491,050,48,081,15259,23353,43414,65007,99223,9120,19892,33078,52526,91219,137507,33375,3491,00,0.408
05000US48083,212,8538,050,48,083,10866,19545,34078,58054,127733,5890,14916,27092,44246,105964,174722,27538,8538,00,0.498
05000US48085,54067,729514,050,48,085,38098,65396,97931,143619,251964,21976,51448,80940,118066,241047,416610,80545,729514,00,0.425
05000US48087,215,2993,050,48,087,12782,26633,49858,71179,164428,7430,18546,38529,58544,121025,208031,39524,2993,00,0.469
05000US48089,2974,20554,050,48,089,16054,30286,48256,79323,167515,10048,22500,39140,63354,144542,264707,39031,20554,00,0.481
05000US48091,1741,104960,050,48,091,28472,52229,77124,116793,216297,15999,39796,64057,95705,193928,324461,63544,104960,00,0.433
05000US48093,177,13517,050,48,093,12890,28023,41103,64617,130963,7827,20262,34306,52732,108183,171368,34068,13517,00,0.447
05000US48095,77,3610,050,48,095,17836,31396,56433,85447,141513,10064,24444,44847,70626,124065,177864,45625,3610,00,0.424
05000US48097,1069,38424,050,48,097,20244,39353,59785,88286,148881,11018,30192,49809,72830,146576,259983,50030,38424,00,0.438
05000US48099,14177,72617,050,48,099,21861,38738,55619,79210,126179,11055,30632,46064,66595,122116,191838,45678,72617,00,0.401
05000US48101,245,1696,050,48,101,16597,26906,39331,61215,113309,10169,21111,32367,50491,98205,150522,32009,1696,00,0.414
05000US48103,108,3906,050,48,103,17261,35044,52345,85984,123781,9784,26759,43572,69276,118685,175539,43185,3906,00,0.413
05000US48105,0,3784,050,48,105,15785,35450,51465,80008,174512,10096,25978,45270,64601,156838,320232,47143,3784,00,0.48
05000US48107,220,6312,050,48,107,15275,27911,40328,65047,105063,9004,22311,34373,51442,112878,202537,34485,6312,00,0.447
05000US48109,0,2476,050,48,109,14943,31554,47386,64753,168614,7885,24657,37624,55372,159147,366213,38365,2476,00,0.52
05000US48111,158,6153,050,48,111,18756,34868,49758,69665,137721,11132,27067,42244,55765,115093,189033,40714,6153,00,0.405
05000US48113,481263,2383126,050,48,113,21113,37575,58302,95878,196050,11782,29200,47294,74675,185909,355246,47059,2383126,00,0.493
05000US48115,1115,13831,050,48,115,15358,27212,43680,66966,125879,9764,21231,34431,53689,123850,226354,33586,13831,00,0.466
05000US48117,221,18332,050,48,117,18413,32262,48863,73689,120323,10637,25399,39545,59272,109961,164236,38849,18332,00,0.405
05000US48119,385,5434,050,48,119,14516,27824,51942,80085,113983,9031,21083,40682,66452,120920,194951,41103,5434,00,0.447
05000US48121,45265,611842,050,48,121,32987,56578,84961,126145,212123,18999,44657,70328,103483,199786,324536,70002,611842,00,0.414
05000US48123,2238,19821,050,48,123,16079,29360,48059,80599,137530,9531,22655,38020,60083,130762,210093,37621,19821,00,0.46
05000US48125,97,2479,050,48,125,11873,21876,36022,67310,112835,7108,17726,29119,50231,115706,207219,28750,2479,00,0.492
05000US48127,48,9833,050,48,127,10852,19536,33686,62161,87615,5644,14329,25718,46888,81999,115806,24268,9833,00,0.449
05000US48129,185,3703,050,48,129,16470,28221,46437,74636,121913,8361,22299,36697,59810,111824,167912,36250,3703,00,0.436
05000US48131,155,12199,050,48,131,10219,20689,35412,62257,109875,5962,15002,27077,46246,103602,171537,26117,12199,00,0.492
05000US48133,612,18260,050,48,133,14392,26129,41599,66715,121136,8846,19970,33155,52901,113097,193510,33149,18260,00,0.456
05000US48135,5453,128988,050,48,135,18323,34873,55200,83733,145596,10360,26208,44642,68520,150248,279886,44322,128988,00,0.468
05000US48137,0,1908,050,48,137,14658,26863,43384,66343,111040,7747,20981,35830,53460,207837,557210,34426,1908,00,0.601
05000US48139,13326,142348,050,48,139,25910,48391,71933,104088,166308,15043,37158,59557,87519,158192,248270,58809,142348,00,0.404
05000US48141,20434,729396,050,48,141,14348,27430,44585,72690,131232,8220,20618,35578,56988,123518,207401,35249,729396,00,0.469
05000US48143,374,35454,050,48,143,14804,29894,45869,78592,135670,8151,22721,37499,59346,133086,231229,37729,35454,00,0.474
05000US48145,4391,17048,050,48,145,12760,24757,40294,66912,112993,7691,18147,30955,52341,101379,143753,30502,17048,00,0.446
05000US48147,2470,32884,050,48,147,18913,31884,51848,76394,121822,10325,25025,42330,63774,115129,178510,42423,32884,00,0.414
05000US48149,1453,22620,050,48,149,20758,35569,54880,86107,133545,11954,27273,44088,68620,143780,250913,44031,22620,00,0.446
05000US48151,174,4028,050,48,151,14943,28817,47712,77944,125611,9439,20231,37885,62845,110907,165569,37601,4028,00,0.433
05000US48153,241,6683,050,48,153,13057,26951,43073,67590,117282,9685,19236,33254,54677,100462,147019,31588,6683,00,0.425
05000US48155,50,1324,050,48,155,12345,20768,31407,57270,131621,8027,15534,25498,42835,105385,164665,24861,1324,00,0.483
05000US48157,105709,508099,050,48,157,37792,65171,98409,146181,249963,21361,51476,81035,119484,233573,381940,80638,508099,00,0.418
05000US48159,642,10915,050,48,159,17880,34942,51672,85693,171260,11572,25499,43345,68378,160507,311958,42189,10915,00,0.481
05000US48161,3456,18936,050,48,161,18253,34410,58678,84242,192675,9246,25787,45102,70371,161344,311803,44303,18936,00,0.487
05000US48163,505,16136,050,48,163,14035,26947,40231,71173,128280,9105,21007,34459,53549,113484,175991,34531,16136,00,0.446
05000US48165,216,14840,050,48,165,19856,40066,56397,84024,152597,11126,30765,47945,68450,158620,290543,47808,14840,00,0.457
05000US48167,40504,282440,050,48,167,21837,42026,68977,107552,183501,11682,31778,54907,87161,172172,280945,54398,282440,00,0.452
05000US48169,114,4743,050,48,169,13689,22497,46233,70750,131498,8861,17768,33265,57127,115593,184421,31200,4743,00,0.466
05000US48171,58,23488,050,48,171,24454,40381,62921,85518,151771,14077,32595,51037,72982,157494,302373,52403,23488,00,0.436
05000US48173,50,1408,050,48,173,25961,46018,60158,81950,126670,20188,33148,54386,72067,146799,279938,54000,1408,00,0.39
05000US48175,299,7006,050,48,175,17825,41276,61228,96208,138248,10748,29497,51224,74534,156736,282980,50486,7006,00,0.453
05000US48177,1577,19510,050,48,177,16331,30666,45974,69086,124503,10136,23078,37431,56876,116319,197462,37103,19510,00,0.436
05000US48179,1241,21791,050,48,179,16955,29830,48830,78374,122862,9958,23184,37631,62351,134805,245254,36788,21791,00,0.468
05000US48181,6681,117913,050,48,181,20052,36966,56214,88067,141100,11106,28246,45742,70964,133899,217915,45171,117913,00,0.427
05000US48183,23282,116901,050,48,183,18233,34466,54231,87027,150016,10275,26294,43209,69337,148770,258397,42499,116901,00,0.464
05000US48185,4521,25621,050,48,185,15490,30083,52470,77184,123712,8720,21624,40066,64530,125428,209205,39403,25621,00,0.456
05000US48187,6722,112267,050,48,187,24565,47376,72079,101692,157176,14218,35946,59486,85465,150194,229717,59375,112267,00,0.398
05000US48189,1851,35535,050,48,189,15569,29454,44965,72229,123671,10110,22708,36116,57299,114987,188638,34820,35535,00,0.435
05000US48191,272,3455,050,48,191,10783,22858,33316,55615,116959,6294,17359,28719,42019,139733,331558,29032,3455,00,0.558
05000US48193,0,8051,050,48,193,15647,32229,47720,68638,127524,9738,24728,38915,57306,139046,294786,37796,8051,00,0.476
05000US48195,11,5246,050,48,195,18130,35726,55936,80195,131682,11532,27903,46159,65709,119671,179404,46799,5246,00,0.4
05000US48197,558,4112,050,48,197,16009,32369,48953,68303,96993,11639,23671,38187,57443,98019,150232,36385,4112,00,0.385
05000US48199,3566,51804,050,48,199,21153,41547,62908,93660,150719,12284,31358,52331,77606,141958,224201,52515,51804,00,0.415
05000US48201,718074,3909790,050,48,201,21589,39854,63379,104243,199889,12040,30370,50786,81653,193590,358575,50569,3909790,00,0.489
05000US48203,14573,63528,050,48,203,16802,33436,52935,84765,141007,9462,24676,42351,67271,133295,209155,41966,63528,00,0.448
05000US48205,423,5089,050,48,205,27213,44225,67852,104600,196436,18446,35927,57426,83059,173886,283937,57083,5089,00,0.418
05000US48207,215,5185,050,48,207,13555,22913,39494,64234,142488,8614,18031,32010,50461,118945,197968,32139,5185,00,0.477
05000US48209,6129,141371,050,48,209,20034,42120,67256,105945,170883,9446,30698,53059,84506,167090,275343,52409,141371,00,0.46
05000US48211,0,3363,050,48,211,21647,46103,72801,98346,157373,11394,34131,60791,81942,160402,278084,60435,3363,00,0.428
05000US48213,5066,78775,050,48,213,15595,30597,49093,77784,133517,8868,23216,38902,61541,131474,226286,38632,78775,00,0.464
05000US48215,3910,702697,050,48,215,11757,23060,39087,66986,123854,6398,17133,30507,51434,115438,195562,30076,702697,00,0.492
05000US48217,2272,35279,050,48,217,16595,31055,49858,77699,133492,10237,23348,38960,62692,121796,188466,38159,35279,00,0.436
05000US48219,588,22359,050,48,219,16938,33604,53812,81751,135739,9412,25153,44625,66717,123595,186725,45384,22359,00,0.427
05000US48221,313,49360,050,48,221,24526,42298,64080,102079,180166,14340,33308,52820,81105,179026,315616,52870,49360,00,0.453
05000US48223,2761,33864,050,48,223,17403,32312,51468,76713,138009,10411,25402,40724,62839,129687,225415,39966,33864,00,0.444
05000US48225,5797,22612,050,48,225,12642,23918,41192,66865,125545,7839,17679,32085,53157,119911,212316,31911,22612,00,0.488
05000US48227,1146,32324,050,48,227,16390,29320,48235,75432,126040,9641,22617,37759,60501,128377,228110,36931,32324,00,0.461
05000US48229,27,3169,050,48,229,10441,22736,34683,56522,106392,5511,15954,28307,45374,92709,160251,28292,3169,00,0.468
05000US48231,7381,82204,050,48,231,17217,33052,53622,86670,143288,9967,25081,43195,68759,132713,209590,42894,82204,00,0.442
05000US48233,594,21681,050,48,233,17544,33759,49898,81417,125043,10295,25271,41817,64134,122363,200146,41703,21681,00,0.428
05000US48235,68,1678,050,48,235,22637,37299,62366,97662,190701,14924,32105,44699,80392,169738,329098,43536,1678,00,0.457
05000US48237,388,8691,050,48,237,23387,35976,57079,83162,166983,13225,29060,44001,70934,139812,220664,43409,8691,00,0.426
05000US48239,1178,14121,050,48,239,22430,37900,61850,90733,160658,13240,29255,49017,75155,151799,261325,48509,14121,00,0.438
05000US48241,5842,34431,050,48,241,14776,29409,44522,75669,119046,8641,21368,36775,57583,114120,174081,37020,34431,00,0.443
05000US48243,0,2192,050,48,243,18629,29947,48054,75539,121358,11403,23920,39079,58677,117002,171564,39550,2192,00,0.419
05000US48245,83504,242676,050,48,245,16528,31569,52990,84993,150673,9315,24124,41727,67404,138626,229210,41420,242676,00,0.461
05000US48247,1,4973,050,48,247,16751,25388,45589,66027,92268,8280,21051,33833,51797,87699,114646,33635,4973,00,0.393
05000US48249,303,40876,050,48,249,13099,24390,43631,73770,127540,7955,18649,33391,56617,113871,169444,32816,40876,00,0.461
05000US48251,5283,150077,050,48,251,25031,43028,64731,94530,159046,14653,34230,53670,78607,152656,248995,53444,150077,00,0.413
05000US48253,2483,19223,050,48,253,19013,32605,48451,69423,116515,11783,25911,40217,57797,106624,168895,40947,19223,00,0.392
05000US48255,1625,15060,050,48,255,14598,27616,47915,84748,128908,7949,21541,36991,61673,125651,184445,35101,15060,00,0.461
05000US48257,10118,95993,050,48,257,25458,44858,68639,97646,156367,14157,35096,56218,82453,146827,222963,55857,95993,00,0.399
