GEOID,B02001_003E,B02001_001E,SUMLEVEL,ST,COUNTY,B19080_001E,B19080_002E,B19080_003E,B19080_004E,B19080_005E,B19081_001E,B19081_002E,B19081_003E,B19081_004E,B19081_005E,B19081_006E,B19013_001E,B01003_001E,COMPONENT,B19083_001E
05000US20063,0,2599,050,20,063,21992,33375,46796,66205,113045,14543,27035,38931,55677,104579,168471,38701,2599,00,0.374
05000US20065,98,2566,050,20,065,15568,33041,48357,72723,119004,10447,25207,40520,60064,118542,203236,40677,2566,00,0.425
05000US20067,0,7409,050,20,067,22396,46938,65418,93828,149520,13610,35004,55812,81256,145561,253059,55951,7409,00,0.404
05000US20069,0,5885,050,20,069,25045,39729,58475,83923,137487,16007,31272,48994,69254,128032,194118,48654,5885,00,0.382
05000US20071,5,1183,050,20,071,27034,40396,60283,86113,169793,16011,34149,49403,73139,188341,420428,47156,1183,00,0.475
05000US20073,5,6912,050,20,073,19150,29864,45831,66120,107682,11358,24337,36210,55572,103038,168128,36424,6912,00,0.402
05000US20075,0,2583,050,20,075,19928,28317,41169,60044,102714,11566,23694,34699,51321,91100,126617,34478,2583,00,0.373
05000US20077,34,5794,050,20,077,16878,30625,44256,72930,127219,10364,24170,37771,57721,113854,171772,38529,5794,00,0.422
05000US20079,567,33699,050,20,079,21906,38891,58721,85817,132756,12803,30304,47864,71048,128628,205133,47344,33699,00,0.402
05000US20081,27,4043,050,20,081,25112,42116,64035,87789,212115,12906,32391,51889,75712,148841,248138,52649,4043,00,0.422
05000US20083,0,1960,050,20,083,17876,33401,47018,76947,122426,12390,24962,40962,61158,106774,138376,41078,1960,00,0.385
05000US20085,206,13346,050,20,085,23559,41117,60339,87036,138659,13469,33066,51156,74097,123539,176362,51650,13346,00,0.376
05000US20087,69,18380,050,20,087,28303,45185,66849,91103,135941,17161,36624,55892,77181,129507,195411,56593,18380,00,0.359
05000US20089,0,3175,050,20,089,17580,30523,45530,70437,98134,10669,24564,37321,58515,110891,198913,37500,3175,00,0.422
05000US20091,20044,525108,050,20,091,35828,60388,88412,131300,228823,21330,47834,73880,107282,222624,390045,73487,525108,00,0.423
05000US20093,15,4197,050,20,093,20668,34169,50029,78883,114338,14250,27738,41423,60817,110753,156463,40965,4197,00,0.377
05000US20095,16,7789,050,20,095,22228,38025,55868,78669,118220,14434,30777,45096,67596,111335,160704,44032,7789,00,0.365
05000US20097,0,2646,050,20,097,19926,33692,45981,68651,120149,13464,27084,39215,56605,109491,174313,38750,2646,00,0.388
05000US20099,972,21881,050,20,099,15983,29397,45653,69411,106810,9242,22897,37764,57151,134617,285814,37674,21881,00,0.483
05000US20101,0,1661,050,20,101,16181,34981,49417,72907,142519,8422,24994,40973,60151,133401,255993,40265,1661,00,0.461
05000US20103,6693,73504,050,20,103,26108,47605,72817,104963,163190,14821,37122,59823,88297,153123,233095,59515,73504,00,0.397
05000US20105,0,3249,050,20,105,18931,32926,50370,70920,104273,10716,25306,40422,60331,100756,146596,40123,3249,00,0.385
05000US20107,10,9594,050,20,107,17904,35483,57858,80178,121745,11568,26456,45058,68004,111673,161503,44363,9594,00,0.391
05000US20109,42,2641,050,20,109,17081,27809,45745,73713,115866,9375,22848,35768,56803,108918,158526,35121,2641,00,0.423
05000US20111,747,35186,050,20,111,15402,27984,44872,66598,107566,8292,21544,36092,54856,100886,156526,35949,35186,00,0.421
05000US20113,193,28984,050,20,113,24499,42216,61911,88681,139045,13371,32850,51189,75042,138595,235212,50501,28984,00,0.406
05000US20115,93,12239,050,20,115,18724,34061,51940,75857,107610,8097,26736,42896,62773,112170,182572,42706,12239,00,0.415
05000US20117,77,10178,050,20,117,20841,33629,51872,77088,107569,12647,27841,42326,62996,103343,143090,42328,10178,00,0.369
05000US20119,28,4438,050,20,119,19509,33585,53754,75789,134851,11777,26372,44711,63071,141300,284132,45292,4438,00,0.452
05000US20121,477,30511,050,20,121,29103,49738,71339,98962,160441,16791,39191,60348,83715,146318,213222,59888,30511,00,0.374
05000US20123,12,6329,050,20,123,19532,34529,51877,81126,126078,12163,26757,43355,62824,122278,202651,43537,6329,00,0.412
05000US20125,1859,34282,050,20,125,17466,30054,49243,71456,119690,10517,23764,38582,58401,111783,181608,37927,34282,00,0.42
05000US20127,0,5966,050,20,127,17170,31832,49468,70554,132326,10286,24347,39945,58172,118616,203070,39020,5966,00,0.43
05000US20129,0,3097,050,20,129,24677,33191,53661,83009,150742,17544,28379,41801,63927,139031,240811,41011,3097,00,0.414
05000US20131,6,10118,050,20,131,23457,38488,53970,76043,135304,13197,30136,46058,64536,126715,218589,46265,10118,00,0.402
05000US20133,311,16153,050,20,133,17624,28604,43722,68566,105987,10403,23002,36245,55952,107139,175021,36226,16153,00,0.418
05000US20135,0,2949,050,20,135,20267,36892,50251,77451,156497,11852,29242,43336,61386,140099,247537,42500,2949,00,0.438
05000US20137,241,5456,050,20,137,17186,29296,46069,65769,104262,11236,23317,35527,56498,99353,153489,34840,5456,00,0.397
05000US20139,104,16386,050,20,139,20974,38329,56219,81181,122739,11393,29558,47162,67516,116554,173300,47500,16386,00,0.389
05000US20141,5,3885,050,20,141,16295,25586,40743,63837,121225,9526,20945,33329,51849,118138,215279,33521,3885,00,0.461
05000US20143,40,5985,050,20,143,24038,38421,57785,78646,124738,15751,31072,46986,68288,112585,158858,47350,5985,00,0.357
05000US20145,331,6394,050,20,145,22312,33999,46429,69868,108120,13127,26502,39174,56136,104364,169448,38725,6394,00,0.381
05000US20147,16,5329,050,20,147,19926,36972,51908,72133,115725,12004,27620,43982,60682,103220,149677,43750,5329,00,0.371
05000US20149,128,19391,050,20,149,25500,40419,62412,93339,164126,14448,33305,51471,74030,156002,273128,51716,19391,00,0.427
05000US20151,161,9379,050,20,151,17473,33538,51814,74957,128578,9341,24625,43032,61814,130381,239994,43545,9379,00,0.451
05000US20153,0,2517,050,20,153,14942,28081,45259,72075,111895,10067,21337,35958,58905,109020,172384,34444,2517,00,0.427
05000US20155,1802,63214,050,20,155,20550,33565,48817,74383,127507,11858,26654,41283,60078,121420,208555,41365,63214,00,0.418
05000US20157,1,4922,050,20,157,18628,29532,44524,70605,122012,11602,23563,36885,55987,119393,209518,36510,4922,00,0.434
05000US20159,104,10152,050,20,159,16723,34440,51262,69747,102707,9671,25789,43213,58437,98917,149545,43592,10152,00,0.382
05000US20161,4526,69706,050,20,161,14790,30286,47757,79083,142476,7256,22125,38019,60966,128066,207363,37225,69706,00,0.469
05000US20163,27,5131,050,20,163,17495,31713,45357,68939,119831,11153,23979,38492,57082,121148,217057,38013,5131,00,0.437
05000US20165,9,3203,050,20,165,16477,30602,45709,67881,108162,11072,23967,37922,55948,104145,168657,38263,3203,00,0.402
05000US20167,35,6685,050,20,167,16023,28748,45158,76273,149991,9341,21736,36143,58771,123998,204238,37000,6685,00,0.458
05000US20169,1718,54076,050,20,169,21681,35500,54597,79762,129548,12726,28523,44042,65989,124388,205818,43850,54076,00,0.407
05000US20171,0,4658,050,20,171,25494,44070,63728,86490,162728,17008,34598,56586,72604,163213,329567,57843,4658,00,0.422
05000US20173,41470,476195,050,20,173,21432,38445,59041,91108,155138,12186,29712,48036,73375,149841,255166,47768,476195,00,0.44
05000US20175,667,22648,050,20,175,21418,35150,48840,76821,126991,13330,27128,41842,61078,118964,190644,41290,22648,00,0.402
05000US20177,15090,173845,050,20,177,20769,36988,57298,89160,148541,11774,28557,46814,71364,140026,228361,46955,173845,00,0.431
05000US20179,20,2472,050,20,179,20938,38057,55530,78799,133413,11579,27206,46493,67290,116547,178068,46520,2472,00,0.396
05000US20181,36,5915,050,20,181,19946,34376,54129,72276,118793,11157,26912,41617,61581,120134,205128,40325,5915,00,0.418
05000US20183,9,3926,050,20,183,18925,30840,47225,71303,110489,11075,24887,38455,57719,109043,173580,38347,3926,00,0.406
05000US20185,22,4380,050,20,185,17198,30710,46042,66880,109007,11056,23751,37978,55169,105268,168077,37093,4380,00,0.405
05000US20187,11,2152,050,20,187,23594,40291,56510,74943,124387,14075,32341,46595,65379,110616,168165,46875,2152,00,0.36
05000US20189,21,5145,050,20,189,23287,39946,56284,84262,133135,11412,31568,48010,71626,124538,183414,49966,5145,00,0.395
05000US20191,148,23871,050,20,191,20201,39350,59999,88529,133503,12672,29362,48884,73441,132577,206607,48848,23871,00,0.409
05000US20193,69,7420,050,20,193,19201,31956,51614,78642,119343,10730,25582,41510,63931,111571,176226,41541,7420,00,0.406
05000US20195,0,2949,050,20,195,16632,31952,49056,72728,103238,10038,25840,38450,56964,101995,147340,37463,2949,00,0.392
05000US20197,46,6804,050,20,197,22755,41661,61248,85433,120072,14374,31685,52740,72744,113363,155435,53414,6804,00,0.356
05000US20199,0,1543,050,20,199,20672,33906,43674,73190,120111,14143,27692,38743,59652,118693,193869,38560,1543,00,0.401
05000US20201,0,5821,050,20,201,17332,30522,44724,66277,110573,10477,23992,37329,54946,116509,218029,37184,5821,00,0.437
05000US20203,3,2177,050,20,203,23518,33158,48978,82633,127615,13993,27484,40982,62359,108135,153835,40450,2177,00,0.375
05000US20205,0,9668,050,20,205,17364,29183,44914,67463,103733,10634,23174,37906,55580,99464,157925,37985,9668,00,0.397
05000US20207,0,3331,050,20,207,13860,23113,39015,60294,110588,8847,19098,30267,50483,147531,356047,29681,3331,00,0.542
05000US20209,40503,153753,050,20,209,16689,30683,46157,72957,117013,8947,23709,38154,58860,110712,167184,37998,153753,00,0.424
05000US21001,664,17872,050,21,001,11164,22596,37237,60351,103422,5775,15997,29740,46389,94330,144359,29247,17872,00,0.46
05000US21003,147,18799,050,21,003,12565,25806,42425,64754,98706,7361,18750,34008,52801,89540,125159,33929,18799,00,0.415
05000US21005,554,21122,050,21,005,25435,42759,62153,85669,135164,15229,34772,51808,71909,132794,212446,51164,21122,00,0.382
05000US21007,282,8181,050,21,007,18131,33914,49912,78950,125762,10307,25773,41332,62721,133089,237352,41276,8181,00,0.448
05000US21009,1651,40953,050,21,009,14078,28959,47702,73658,122152,8570,21292,37499,58501,122849,212615,36919,40953,00,0.462
05000US21011,115,11597,050,21,011,10853,22350,35619,61447,106384,6328,16820,28781,49007,95129,135955,29054,11597,00,0.455
05000US21013,945,29093,050,21,013,8667,16017,31034,54267,91733,5188,12414,23054,41694,91308,158613,22559,29093,00,0.501
05000US21015,2816,112514,050,21,015,31410,53590,76595,108407,172214,17887,42792,65525,91985,161987,255160,65964,112514,00,0.381
05000US21017,1309,19668,050,21,017,14768,29316,47281,79070,121639,7645,21944,37967,62715,114579,165216,38301,19668,00,0.442
05000US21019,1588,48669,050,21,019,14944,30078,49039,81285,135318,7847,22390,39325,63496,135962,235927,39309,48669,00,0.477
05000US21021,2445,28914,050,21,021,16475,31996,48305,77607,136086,9370,24473,39591,61756,140180,263574,39113,28914,00,0.473
05000US21023,91,8618,050,21,023,16343,29752,48615,73126,114950,10268,22492,37736,60420,111381,177041,36967,8618,00,0.425
05000US21025,196,15641,050,21,025,8232,15524,27102,49323,90048,5494,11913,20155,37042,98644,201612,19329,15641,00,0.537
05000US21027,469,19057,050,21,027,17274,28267,46431,74572,123039,10220,22185,37660,57111,111324,175502,37694,19057,00,0.426
05000US21029,589,73528,050,21,029,24825,42993,63244,89510,132983,14318,34075,52737,75150,127322,192353,52594,73528,00,0.376
05000US21031,10,13337,050,21,031,13470,25216,41760,62949,108666,7627,18927,33049,51151,97538,151361,33063,13337,00,0.435
05000US21033,517,12822,050,21,033,15772,26529,44971,68786,117888,8865,20243,36048,56823,108703,162734,36929,12822,00,0.436
05000US21035,1497,36036,050,21,035,13492,26720,44511,73864,127930,7966,19960,35935,56333,125042,221632,36632,36036,00,0.478
05000US21037,1766,87509,050,21,037,22248,41512,65170,99535,162186,12787,31994,52423,80573,154463,248606,51890,87509,00,0.429
05000US21039,21,5205,050,21,039,14310,23880,42790,58883,109814,9246,18633,33155,50941,107286,193212,33468,5205,00,0.451
05000US21041,146,10536,050,21,041,17834,32406,58400,88141,143440,8682,25530,44380,73401,137167,214616,44087,10536,00,0.45
05000US21043,197,27160,050,21,043,13258,26115,41751,69907,118374,7893,19716,33354,53833,114417,196528,33232,27160,00,0.465
05000US21045,43,16306,050,21,045,11398,20967,35460,54227,97238,6420,15578,26851,44645,83963,121767,26079,16306,00,0.44
05000US21047,17566,79626,050,21,047,16418,30079,44634,68791,120651,8437,23617,36934,55474,110998,180053,36760,79626,00,0.432
05000US21049,1717,35481,050,21,049,17104,35703,54786,84075,135837,9717,26469,45292,67375,135190,222319,45171,35481,00,0.441
05000US21051,986,23792,050,21,051,8874,16188,29289,53695,90509,6101,11995,22391,39526,82448,124855,22986,23792,00,0.473
05000US21053,122,9443,050,21,053,8299,18348,32421,46467,86543,4497,13104,24099,39541,80087,123689,23187,9443,00,0.47
05000US21055,50,9108,050,21,055,13800,27650,44301,66743,103943,7372,20587,35484,53386,108521,196831,34554,9108,00,0.453
05000US21057,224,6832,050,21,057,12249,21917,33214,56902,102508,7903,17583,27582,43164,87506,123784,27802,6832,00,0.428
05000US21059,4323,93975,050,21,059,17184,33636,52947,80315,134371,9838,25032,42515,65182,127215,209196,42268,93975,00,0.439
05000US21061,331,11941,050,21,061,13530,26269,43679,69822,102849,8302,20415,35201,54155,103069,167410,34678,11941,00,0.434
05000US21063,265,8291,050,21,063,10247,16031,32963,55991,97513,6273,12652,24067,41298,91969,140864,23426,8291,00,0.485
05000US21065,6,14880,050,21,065,10001,20271,36440,61103,103166,5598,14791,26759,46206,96926,149368,26390,14880,00,0.48
05000US21067,38968,287537,050,21,067,18556,36672,59449,95518,174511,10256,27381,47230,75940,168042,299779,46874,287537,00,0.479
05000US21069,109,14604,050,21,069,11019,23635,39412,69603,108791,6192,16482,30754,54163,105464,159376,30352,14604,00,0.472
05000US21071,617,41965,050,21,071,12030,22049,35726,62305,118334,6277,16952,28553,48305,104141,164123,28479,41965,00,0.476
05000US21073,5034,48666,050,21,073,21112,37690,59759,88701,151944,11896,29572,48684,73272,140050,229047,48273,48666,00,0.425
05000US21075,1740,6918,050,21,075,11926,21407,35870,55799,104308,7374,16369,28762,45476,92615,145832,28973,6918,00,0.448
05000US21077,124,8090,050,21,077,14015,31993,50206,69399,112080,9557,22944,40414,59980,100943,144715,40700,8090,00,0.399
05000US21079,427,16829,050,21,079,14231,28895,45272,72237,120357,7777,21877,36965,56999,106648,156637,37112,16829,00,0.43
05000US21081,250,25088,050,21,081,21522,36091,52445,75193,125181,12075,28439,43044,63710,122747,206586,42405,25088,00,0.411
05000US21083,1521,37516,050,21,083,14257,27875,43847,71238,123435,8444,21459,35583,56522,117514,201318,35107,37516,00,0.456
05000US21085,88,25320,050,21,085,12547,25698,42174,65575,104752,7260,18706,33360,53415,106682,183704,33091,25320,00,0.46
05000US21087,298,11513,050,21,087,12890,26572,47717,76368,125544,7747,19624,37976,60186,134362,259361,38333,11513,00,0.494
05000US21089,188,37517,050,21,089,17448,30335,49510,75265,128792,10114,23638,39950,60756,124520,210921,40110,37517,00,0.443
05000US21091,68,8601,050,21,091,18893,37085,54880,75274,118390,10205,28146,45397,64807,104743,146717,44891,8601,00,0.378
05000US21093,10763,98113,050,21,093,22020,37580,56713,86507,133564,12712,29534,46544,70373,128399,197060,46098,98113,00,0.405
05000US21095,889,30999,050,21,095,11508,20558,34300,60069,108803,6485,15493,27110,46577,95878,153391,27101,30999,00,0.47
05000US21097,491,18531,050,21,097,15448,30427,49904,76030,120954,8855,23109,40593,61880,110179,150939,39928,18531,00,0.417
05000US21099,1108,18288,050,21,099,11018,23246,39603,59496,117937,6441,16953,30429,49197,103879,171676,29743,18288,00,0.47
05000US21101,3307,45274,050,21,101,18148,32539,52734,81615,131339,10249,25152,41932,66831,120266,181654,41315,45274,00,0.422
05000US21103,508,15842,050,21,103,19965,35924,52242,78977,124983,10598,28760,43915,64543,119204,182733,43491,15842,00,0.405
05000US21105,477,4923,050,21,105,14504,23549,41598,72327,114887,7015,17862,31869,59404,104038,152341,30932,4923,00,0.453
05000US21107,2640,46234,050,21,107,16248,29886,49028,74473,125531,9818,22774,39596,61032,117825,191165,39096,46234,00,0.435
05000US21109,0,13399,050,21,109,9982,19427,32391,55683,93793,4804,13489,26174,43445,90245,137597,26360,13399,00,0.48
05000US21111,139818,711317,050,21,111,19274,36036,56603,89522,161090,10111,27510,45746,71246,155643,275105,45440,711317,00,0.467
05000US21113,1646,45551,050,21,113,18810,37790,58276,89067,161235,10961,28725,48292,71544,160143,293283,48577,45551,00,0.464
05000US21115,73,23837,050,21,115,12349,23488,40831,68274,117821,7422,17943,32261,52634,130843,260953,32403,23837,00,0.512
05000US21117,7033,156399,050,21,117,23609,43565,64785,96208,163283,12973,33741,53690,79444,156941,267684,53219,156399,00,0.428
05000US21119,106,17197,050,21,119,11211,22076,37008,60998,105897,6409,16194,28552,48097,92592,137553,28231,17197,00,0.453
05000US21121,557,32326,050,21,121,9203,15992,29832,53728,99735,5709,12507,21973,39955,90914,156283,21195,32326,00,0.499
05000US21123,516,13579,050,21,123,15551,29603,47088,69777,128897,8373,22843,38954,58851,108076,159885,38970,13579,00,0.423
05000US21125,571,57023,050,21,125,14564,27833,44746,73225,124723,8780,20900,35644,57269,119143,196718,35330,57023,00,0.458
05000US21127,7,16338,050,21,127,12403,21356,33911,54306,110682,8167,16582,26993,41013,100270,172579,27002,16338,00,0.468
05000US21129,90,7427,050,21,129,8426,14696,25437,41248,80416,5390,11690,19129,34221,72318,110138,19104,7427,00,0.468
05000US21131,12,11674,050,21,131,8385,18251,33836,51937,84551,6351,13148,25284,41694,80067,117822,24848,11674,00,0.448
05000US21133,108,23915,050,21,133,10148,20653,37727,65672,106158,5793,14893,28791,50934,99192,146961,28383,23915,00,0.475
05000US21135,85,13840,050,21,135,11132,18963,33679,61031,98216,6688,14816,26193,45308,89313,119099,25885,13840,00,0.453
05000US21137,583,25076,050,21,137,12809,27506,40651,63902,101751,7040,20543,33548,52935,95480,140507,33531,25076,00,0.424
05000US21139,74,9609,050,21,139,19770,32576,49189,76283,128157,12497,25323,40239,59555,113517,175815,40913,9609,00,0.403
05000US21141,1419,27040,050,21,141,16604,29447,47777,72163,116013,9154,22444,37552,58407,113100,182222,37376,27040,00,0.434
05000US21143,597,8325,050,21,143,16277,33541,47686,69901,114761,9917,24570,40360,56748,107868,163023,39934,8325,00,0.407
05000US21145,6477,65059,050,21,145,16608,31179,50789,83886,154119,9825,23817,40874,65678,141030,239545,40847,65059,00,0.466
05000US21147,639,18199,050,21,147,11895,18336,27970,49424,90177,7524,14932,22706,36615,74833,111428,22441,18199,00,0.426
05000US21149,20,9690,050,21,149,17209,28388,49388,82377,128014,8994,22905,40192,64381,126128,206302,39857,9690,00,0.452
05000US21151,2457,81334,050,21,151,15960,32003,51042,82218,137484,9121,23767,40596,65078,128030,199494,39854,81334,00,0.448
05000US21153,10,13132,050,21,153,8165,15546,26084,51738,83573,5458,12138,20170,37623,87926,158064,19556,13132,00,0.505
05000US21155,1842,19245,050,21,155,12207,28904,48528,77819,123729,7214,20859,37928,61612,115134,175032,37239,19245,00,0.449
05000US21157,169,31075,050,21,157,18170,33773,50294,77347,115978,11485,26605,41807,61636,115724,181574,41892,31075,00,0.406
05000US21159,505,13300,050,21,159,9560,18200,27770,50464,90663,6056,13253,23006,38311,79487,102883,22692,13300,00,0.453
05000US21161,1189,17174,050,21,161,14053,27792,48973,76088,127386,7636,20825,37303,60453,132037,231977,37107,17174,00,0.483
05000US21163,1172,27230,050,21,163,18390,34828,50097,75196,119194,9977,27007,42857,61295,112277,164276,42868,27230,00,0.402
05000US21165,44,6687,050,21,165,12085,25464,35595,62881,90631,7668,18232,29691,46885,85214,110391,29224,6687,00,0.413
05000US21167,965,21734,050,21,167,19810,35982,53617,82215,138685,10429,27925,44666,65708,133072,222836,43969,21734,00,0.433
05000US21169,139,10115,050,21,169,15706,28740,40158,62823,100061,8429,22424,34758,49813,111781,212891,35011,10115,00,0.451
05000US21171,382,11650,050,21,171,8605,19289,35135,58944,104782,5238,12761,28247,45264,97488,143457,28871,11650,00,0.488
05000US21173,930,25093,050,21,173,12945,26517,47004,74204,125466,7455,19357,35776,59911,109285,162320,34315,25093,00,0.448
05000US21175,553,14204,050,21,175,12485,24239,39232,67563,108952,7316,17681,31319,51701,151161,344113,31322,14204,00,0.553
05000US21177,1314,31378,050,21,177,14226,27671,44705,65762,110538,8699,20798,35654,53459,109976,191473,35617,31378,00,0.445
05000US21179,2090,42342,050,21,179,22922,38205,56009,78556,129268,12791,30695,46895,66950,124586,210965,47012,42342,00,0.398
05000US21181,88,6921,050,21,181,11165,29051,44512,68177,96329,7040,19538,36143,56496,95313,132741,36389,6921,00,0.422
05000US21183,190,23498,050,21,183,16945,28906,43663,68202,101592,9435,22982,35980,54843,101360,160059,35587,23498,00,0.412
05000US21185,2816,56194,050,21,185,36349,65351,96313,137065,258694,20680,51986,79603,114660,237004,418702,78460,56194,00,0.426
05000US21187,195,11295,050,21,187,19337,35070,51493,75911,123955,10089,27611,43397,61671,111075,157764,43481,11295,00,0.395
05000US21189,0,4648,050,21,189,8321,13332,23190,47442,123287,4985,10672,18273,31222,89600,134710,18869,4648,00,0.523
05000US21191,29,14951,050,21,191,17465,33503,52576,83289,113938,10268,25762,44166,67430,109637,147087,44343,14951,00,0.394
05000US21193,428,29135,050,21,193,10825,21914,40965,64753,116651,6287,15748,30982,51295,129533,259502,31151,29135,00,0.529
05000US21195,190,65524,050,21,195,13063,24523,42329,66557,114564,7260,18378,32832,53928,109105,181326,32271,65524,00,0.464
05000US21197,242,13589,050,21,197,11025,24088,39792,62713,103200,7324,17108,31166,49626,93834,142444,30442,13589,00,0.441
05000US21199,787,59937,050,21,199,12586,24986,40850,65719,119611,6511,18595,32650,52195,111816,189273,32434,59937,00,0.474
05000US21201,0,2234,050,21,201,13183,23643,46225,70260,104644,7222,16102,31806,54954,89794,109577,30647,2234,00,0.427
05000US21203,108,16560,050,21,203,8139,17194,34467,54897,101367,3853,12253,25663,44769,90873,143138,25643,16560,00,0.498
05000US21205,171,22549,050,21,205,10572,22319,42149,70861,127087,6404,16686,31610,56022,116944,200567,30803,22549,00,0.493
05000US21207,202,17127,050,21,207,9828,23000,36580,60256,101933,5633,15819,29446,46333,101753,173310,29153,17127,00,0.482
05000US21209,2235,42874,050,21,209,25979,48157,75451,108937,169615,13802,37078,60873,90817,174204,301691,59764,42874,00,0.43
05000US21211,3303,40322,050,21,211,24909,45013,69540,101209,191460,14271,34172,56578,83793,176507,304266,55748,40322,00,0.443
05000US21213,1708,17001,050,21,213,16824,32320,50553,73919,116989,9684,24739,40613,61290,113509,180894,40720,17001,00,0.419
05000US21215,575,16707,050,21,215,25206,48504,70282,100255,160801,15374,36927,58528,82797,142153,201945,57611,16707,00,0.379
05000US21217,1168,24103,050,21,217,13258,26980,42287,63606,111137,7848,19560,34140,51810,96535,152282,33911,24103,00,0.427
05000US21219,1036,12043,050,21,219,15493,31929,47156,69250,117996,8621,24350,39845,57523,108576,172828,40177,12043,00,0.418
05000US21221,1109,13231,050,21,221,15721,31958,49174,78001,132131,8779,23980,40753,63405,135473,253232,41250,13231,00,0.47
05000US21223,28,8930,050,21,223,17719,36917,54803,87919,124576,9042,26315,46456,70823,113105,143163,46759,8930,00,0.4
05000US21225,2189,15158,050,21,225,18099,31983,50105,73190,106347,10286,25755,39912,61421,97136,127063,39133,15158,00,0.378
05000US21227,9282,104494,050,21,227,18002,34209,54304,85114,142177,9767,25792,44168,68421,143420,255329,44060,104494,00,0.461
05000US21229,842,11365,050,21,229,16226,31730,51564,77300,132940,10371,23830,42155,63187,125648,206623,42995,11365,00,0.438
05000US21231,346,20575,050,21,231,10602,20549,33104,52441,105302,6188,14683,26826,42291,89942,151175,26513,20575,00,0.467
05000US21233,767,13829,050,21,233,16210,27414,44872,69736,117557,9532,22073,36391,55713,106043,158200,37519,13829,00,0.42
05000US21235,217,38257,050,21,235,11752,19987,35395,57908,104511,6583,16018,27715,45718,103961,181617,27189,38257,00,0.485
05000US21237,0,7080,050,21,237,7803,14696,27061,48673,79383,4302,11038,21047,35240,74907,108630,20960,7080,00,0.48
05000US21239,1268,24482,050,21,239,25722,46751,69756,104019,175738,14461,36974,57816,85663,160619,257253,56478,24482,00,0.412
05000US22001,11105,59616,050,22,001,13491,26214,45353,74479,119453,7834,19671,34642,57948,116458,182456,33882,59616,00,0.462
05000US22003,6201,25528,050,22,003,13453,28469,46175,74793,127231,7646,20548,36666,59324,112781,166943,36463,25528,00,0.448
05000US22005,20557,98471,050,22,005,26000,48028,76059,107423,171925,14118,36423,61014,90283,161264,250496,60874,98471,00,0.41
05000US22007,7202,22986,050,22,007,16486,32548,53391,83419,148806,9441,23824,42714,65838,138340,226444,43003,22986,00,0.46
05000US22009,12735,42184,050,22,009,12618,24275,40737,67163,113901,7518,17970,31595,52716,105936,165433,31123,42184,00,0.458
05000US22011,4560,34828,050,22,011,19241,34816,51693,80386,130869,10762,27138,43099,64465,126081,197703,43441,34828,00,0.423
05000US22013,6120,14848,050,22,013,11634,23561,41293,73987,139398,6246,17233,32001,54901,124925,217679,31741,14848,00,0.504
05000US22015,23143,108722,050,22,015,20464,40145,61752,91943,155638,11523,30384,49926,75784,147505,244725,49815,108722,00,0.433
05000US22017,117124,252467,050,22,017,14818,28283,46575,78619,148481,8050,21161,36790,60877,146663,274134,36536,252467,00,0.504
05000US22019,44610,185017,050,22,019,17314,33483,54758,87794,151016,10072,25034,43297,69809,148527,260392,42938,185017,00,0.469
05000US22021,1796,10400,050,22,021,12986,28583,45602,76450,116836,6909,19428,38768,61131,117517,189428,39156,10400,00,0.462
05000US22023,51,7588,050,22,023,24706,47263,70142,90066,154941,13999,36781,57318,79216,129598,198518,57786,7588,00,0.37
05000US22025,2927,10424,050,22,025,12850,25048,40701,61443,111605,8145,18582,33704,49894,122745,258334,33913,10424,00,0.495
05000US22027,7872,16311,050,22,027,10828,22090,41781,74029,116875,5398,16894,30164,56618,110824,176461,29345,16311,00,0.488
05000US22029,7398,18979,050,22,029,11018,19692,35977,60158,111728,6488,14545,27269,47211,98006,154111,26968,18979,00,0.477
05000US22031,10120,26247,050,22,031,13286,29164,47110,77342,150459,8156,20573,36974,59988,127324,201472,36867,26247,00,0.469
05000US22033,187901,427820,050,22,033,17040,34156,56302,95138,171639,8911,25254,44575,73770,166541,293670,44215,427820,00,0.493
05000US22035,6078,8265,050,22,035,10379,15704,28102,52404,109582,6064,13319,21541,37933,139864,357550,21994,8265,00,0.606
05000US22037,9348,20871,050,22,037,15312,27920,46983,81625,128703,9209,21819,36922,62489,123513,191291,36707,20871,00,0.452
05000US22039,10112,35490,050,22,039,11554,24589,46626,77194,124298,7266,17528,34394,61201,117267,188960,33445,35490,00,0.475
05000US22041,6356,19996,050,22,041,12330,24030,39399,66785,122194,7888,17576,31479,51867,113070,181246,31059,19996,00,0.473
05000US22043,2339,19785,050,22,043,16958,32844,48781,74760,115201,9931,25079,39715,61581,116722,189507,39328,19785,00,0.425
05000US22045,23663,74602,050,22,045,14626,30510,50182,84127,135208,8425,21990,40636,65495,132577,218135,40803,74602,00,0.466
05000US22047,16320,32677,050,22,047,16998,29663,49993,81402,136519,9301,22588,40269,64305,132789,224296,40774,32677,00,0.462
05000US22049,4159,15111,050,22,049,15312,27615,46467,75458,122390,8993,21264,37644,59489,108048,151302,37536,15111,00,0.425
05000US22051,116161,440134,050,22,051,20920,38825,59837,93161,167052,11898,29575,48516,75089,161787,285590,48213,440134,00,0.457
05000US22053,5248,31061,050,22,053,15784,31165,50417,76885,119570,9560,22726,39965,61931,117010,183369,39756,31061,00,0.433
05000US22055,52066,204963,050,22,055,18437,36287,58297,96267,179374,9977,27307,46686,74920,169261,300112,46526,204963,00,0.483
